	Kingdom	Phylum	Class	Order	Family	Genus
OTU_6445	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147
OTU_6446	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
OTU_6447	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_unclassified
OTU_6448	Bacteria	Firmicutes	Clostridia	Clostridiales	Oxobacteraceae	Oxobacter
OTU_6449	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
OTU_645	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
OTU_6450	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaera
OTU_6451	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia
OTU_6452	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Chitinimonadaceae	Chitinimonas
OTU_6453	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12_ge
OTU_6454	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	SAR202_clade_fa	SAR202_clade_ge
OTU_6455	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
OTU_6456	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured
OTU_6457	Bacteria	Myxococcota	Myxococcia	Myxococcales	27F-1492R	27F-1492R_ge
OTU_6458	Bacteria	Chloroflexi	TK10	TK10_or	TK10_fa	TK10_ge
OTU_6459	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_13	Subgroup_13_fa	Subgroup_13_ge
OTU_646	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
OTU_6460	Bacteria	Elusimicrobiota	Lineage_IIc	Lineage_IIc_or	Lineage_IIc_fa	Lineage_IIc_ge
OTU_6461	Bacteria	Actinobacteriota	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified
OTU_6462	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaera
OTU_6463	Bacteria	Actinobacteriota	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified
OTU_6464	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
OTU_6465	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae_ge
OTU_6466	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	uncultured
OTU_6467	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
OTU_6468	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacteriaceae_unclassified
OTU_6469	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20_fa	0319-6G20_ge
OTU_647	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	Myceligenerans
OTU_6470	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured
OTU_6471	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales_unclassified	Saccharimonadales_unclassified
OTU_6472	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella
OTU_6473	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	uncultured
OTU_6474	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinaceae_unclassified
OTU_6475	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales_fa	Saccharimonadales_ge
OTU_6476	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiales_unclassified	Streptosporangiales_unclassified
OTU_6477	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
OTU_6478	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured
OTU_6479	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinocatenispora
OTU_648	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
OTU_6480	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	uncultured
OTU_6481	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02
OTU_6482	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Candidatus_Chloroploca
OTU_6483	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcaceae_unclassified
OTU_6484	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas
OTU_6485	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
OTU_6486	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobiaceae_unclassified
OTU_649	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Candidatus_Glomeribacter
OTU_6491	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonadaceae_unclassified
OTU_6492	Bacteria	unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
OTU_6493	Bacteria	unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
OTU_6494	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacteraceae_unclassified
OTU_6495	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
OTU_6496	Bacteria	Actinobacteriota	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified
OTU_6497	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_unclassified
OTU_6498	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexaceae_unclassified
OTU_6499	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter
OTU_65	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
OTU_650	Bacteria	Acidobacteriota	Subgroup_22	Subgroup_22_or	Subgroup_22_fa	Subgroup_22_ge
OTU_6500	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
OTU_6501	Bacteria	Planctomycetota	OM190	OM190_or	OM190_fa	OM190_ge
OTU_6502	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	uncultured
OTU_6503	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae_ge
OTU_6504	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae_ge
OTU_6505	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
OTU_6506	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	uncultured
OTU_6507	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter
OTU_6508	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobiaceae_unclassified
OTU_6509	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus
OTU_651	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured_ge
OTU_6510	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
OTU_6511	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
OTU_6512	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
OTU_6513	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	uncultured
OTU_6514	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41
OTU_6515	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriales_unclassified	Corynebacteriales_unclassified
OTU_6516	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales_fa	Saccharimonadales_ge
OTU_6517	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
OTU_6518	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcaceae_unclassified
OTU_6519	Bacteria	Chloroflexi	Anaerolineae	SJA-15	SJA-15_fa	SJA-15_ge
OTU_652	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia
OTU_6520	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter
OTU_6521	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Zavarziniales	Zavarziniales_unclassified	Zavarziniales_unclassified
OTU_6522	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20_fa	0319-6G20_ge
OTU_6523	Bacteria	Firmicutes	Limnochordia	uncultured	uncultured_fa	uncultured_ge
OTU_6524	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	uncultured
OTU_6525	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_fa	Candidatus_Jidaibacter
OTU_6526	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	uncultured	uncultured_ge
OTU_6527	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydiaceae_unclassified
OTU_6528	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	JG30-KF-AS9_ge
OTU_6529	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales_unclassified	Babeliales_unclassified
OTU_653	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
OTU_6530	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
OTU_6531	Bacteria	unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
OTU_6532	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
OTU_6533	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae_ge
OTU_6534	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydiaceae_unclassified
OTU_6535	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_ge
OTU_6536	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
OTU_6537	Bacteria	Chloroflexi	TK10	TK10_or	TK10_fa	TK10_ge
OTU_6538	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_ge
OTU_6539	Bacteria	unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
OTU_654	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus
OTU_6540	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexaceae_unclassified
OTU_6541	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
OTU_6542	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardiaceae_unclassified
OTU_6543	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified
OTU_6544	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
OTU_6545	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae_ge
OTU_6546	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
OTU_6547	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
OTU_6548	Bacteria	Firmicutes	Limnochordia	Limnochordia_or	Limnochordia_fa	Limnochordia_ge
OTU_6549	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
OTU_655	Bacteria	Gemmatimonadota	S0134_terrestrial_group	S0134_terrestrial_group_or	S0134_terrestrial_group_fa	S0134_terrestrial_group_ge
OTU_6550	Bacteria	MBNT15	MBNT15_cl	MBNT15_or	MBNT15_fa	MBNT15_ge
OTU_6551	Bacteria	Myxococcota	Myxococcia	Myxococcales	27F-1492R	27F-1492R_ge
OTU_6552	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae_ge
OTU_6553	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera
OTU_6554	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
OTU_6555	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
OTU_6556	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Williamsia
OTU_6557	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_14
OTU_656	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
OTU_6560	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillaceae_unclassified
OTU_6563	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacteraceae_unclassified
OTU_6564	Bacteria	unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
OTU_6565	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	uncultured	uncultured_ge
OTU_6566	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus_Protochlamydia
OTU_6567	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovoracaceae_ge
OTU_6568	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured
OTU_6569	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexales_unclassified	Chloroflexales_unclassified
OTU_657	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	JG30-KF-AS9_ge
OTU_6570	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter
OTU_6571	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
OTU_6572	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
OTU_6573	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
OTU_6574	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured
OTU_6575	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys
OTU_6576	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Nordella
OTU_6577	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter
OTU_6578	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
OTU_6579	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	uncultured	uncultured_ge
OTU_658	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter
OTU_6580	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriales_unclassified	Sphingobacteriales_unclassified
OTU_6581	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12_ge
OTU_6582	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiales_unclassified	Burkholderiales_unclassified
OTU_6583	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
OTU_6584	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiales_unclassified	Burkholderiales_unclassified
OTU_6585	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45_ge
OTU_6586	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas
OTU_6587	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia
OTU_6588	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_ge
OTU_6589	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	KD3-10
OTU_659	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	uncultured	uncultured_ge
OTU_6590	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus
OTU_6591	Bacteria	Gemmatimonadota	S0134_terrestrial_group	S0134_terrestrial_group_or	S0134_terrestrial_group_fa	S0134_terrestrial_group_ge
OTU_6592	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiales_unclassified	Burkholderiales_unclassified
OTU_6593	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis
OTU_6594	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderiaceae_unclassified
OTU_6595	Bacteria	Firmicutes	Clostridia	Clostridia_or	Hungateiclostridiaceae	Ruminiclostridium
OTU_6596	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767_ge
OTU_6597	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydiaceae_unclassified
OTU_6598	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacteria_unclassified	Ktedonobacteria_unclassified	Ktedonobacteria_unclassified
OTU_6599	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_ge
OTU_66	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus
OTU_660	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia
OTU_6600	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriae_unclassified	Acidobacteriae_unclassified	Acidobacteriae_unclassified
OTU_6601	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured_ge
OTU_6602	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiales_unclassified	Chlamydiales_unclassified
OTU_6603	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
OTU_6604	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured
OTU_6605	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20_fa	0319-6G20_ge
OTU_6606	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
OTU_6607	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum
OTU_6608	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
OTU_6609	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis
OTU_661	Bacteria	Chloroflexi	AD3	AD3_or	AD3_fa	AD3_ge
OTU_6610	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobiaceae_ge
OTU_6611	Bacteria	Planctomycetota	vadinHA49	vadinHA49_or	vadinHA49_fa	vadinHA49_ge
OTU_6612	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Oikopleura
OTU_6613	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
OTU_6614	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus
OTU_6615	Bacteria	Firmicutes	Clostridia	Clostridia_or	Hungateiclostridiaceae	Hungateiclostridiaceae_unclassified
OTU_6616	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Entotheonellaceae_ge
OTU_6617	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_12	Subgroup_12_fa	Subgroup_12_ge
OTU_6618	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydiaceae_unclassified
OTU_6619	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexales_unclassified	Chloroflexales_unclassified
OTU_662	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseiaceae_unclassified
OTU_6620	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	Caedibacter
OTU_6621	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
OTU_6624	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys
OTU_6625	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioidaceae_unclassified
OTU_6626	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae_unclassified
OTU_6627	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
OTU_6628	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a
OTU_6629	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
OTU_663	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
OTU_6630	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella
OTU_6631	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
OTU_6632	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119_fa	C0119_ge
OTU_6633	Bacteria	Chloroflexi	TK10	TK10_or	TK10_fa	TK10_ge
OTU_6634	Bacteria	unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
OTU_6635	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales_fa	Babeliales_ge
OTU_6636	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonosporaceae_unclassified
OTU_6637	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter
OTU_6638	Bacteria	SAR324_clade	SAR324_clade	SAR324_clade	SAR324_clade	SAR324_clade
OTU_6639	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
OTU_664	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
OTU_6640	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20_fa	0319-6G20_ge
OTU_6641	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
OTU_6642	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea
OTU_6643	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
OTU_6644	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophagaceae_unclassified
OTU_6645	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
OTU_6646	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_fa	Candidatus_Jidaibacter
OTU_6647	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae_ge
OTU_6648	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Pseudoclavibacter
OTU_6649	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
OTU_665	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66_or	JG30-KF-CM66_fa	JG30-KF-CM66_ge
OTU_6650	Bacteria	unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
OTU_6651	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriae_or	Acidobacteriae_fa	Paludibaculum
OTU_6652	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
OTU_6653	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia
OTU_6654	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Herbinix
OTU_6655	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangiaceae_unclassified
OTU_6656	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales_fa	Saccharimonadales_ge
OTU_6657	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20_fa	0319-6G20_ge
OTU_6658	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	BSV26_ge
OTU_6659	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
