	Kingdom	Phylum	Class	Order	Family	Genus
OTU_666	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
OTU_6660	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_ge
OTU_6661	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	uncultured
OTU_6662	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
OTU_6663	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiales_unclassified	Chlamydiales_unclassified
OTU_6664	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
OTU_6665	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
OTU_6666	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14_ge
OTU_6667	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	UBA12409_ge
OTU_6668	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured_ge
OTU_6669	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20_fa	0319-6G20_ge
OTU_667	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Candidatus_Glomeribacter
OTU_6670	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
OTU_6671	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Lineage_IV_fa	Lineage_IV_ge
OTU_6672	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium
OTU_6673	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7_fa	Subgroup_7_ge
OTU_6674	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfallas-Sporotomaculum	Desulfallas-Sporotomaculum_ge
OTU_6675	Bacteria	Chloroflexi	TK10	TK10_or	TK10_fa	TK10_ge
OTU_6677	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydiaceae_unclassified
OTU_6678	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae_ge
OTU_6679	Bacteria	Acidobacteriota	Subgroup_25	Subgroup_25_or	Subgroup_25_fa	Subgroup_25_ge
OTU_668	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_	Acidipila
OTU_6680	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
OTU_6681	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella
OTU_6682	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	JG30-KF-AS9_ge
OTU_6683	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured_ge
OTU_6684	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	uncultured
OTU_6685	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
OTU_6686	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rickettsiales	AB1	AB1_ge
OTU_6687	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydiaceae_unclassified
OTU_6688	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
OTU_6689	Bacteria	Chloroflexi	TK10	TK10_or	TK10_fa	TK10_ge
OTU_669	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	JG30-KF-AS9_ge
OTU_6690	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_unclassified
OTU_6691	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781_ge
OTU_6692	Bacteria	unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
OTU_6693	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Rokubacteriales_fa	Rokubacteriales_ge
OTU_6694	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia
OTU_6695	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangiaceae_unclassified
OTU_6696	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	uncultured
OTU_6698	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Hephaestia
OTU_67	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineosporia
OTU_670	Bacteria	Myxococcota	bacteriap25	bacteriap25_or	bacteriap25_fa	bacteriap25_ge
OTU_6702	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella
OTU_6703	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerosphaera
OTU_6704	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
OTU_6705	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia
OTU_6706	Bacteria	Firmicutes	Clostridia	Clostridia_or	Hungateiclostridiaceae	Hungateiclostridiaceae_unclassified
OTU_6707	Bacteria	Actinobacteriota	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified
OTU_6708	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_ND3007_group
OTU_6709	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
OTU_671	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Rosenbergiella
OTU_6710	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
OTU_6711	Bacteria	Elusimicrobiota	Elusimicrobia	MVP-88	MVP-88_fa	MVP-88_ge
OTU_6712	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20_fa	0319-6G20_ge
OTU_6713	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured
OTU_6714	Bacteria	Myxococcota	Polyangia	Blfdi19	Blfdi19_fa	Blfdi19_ge
OTU_6715	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
OTU_6716	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Candidatus_Chloroploca
OTU_6717	Bacteria	Elusimicrobiota	Lineage_IIa	Lineage_IIa_or	Lineage_IIa_fa	Lineage_IIa_ge
OTU_6718	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Candidatus_Rhabdochlamydia
OTU_6719	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20_fa	0319-6G20_ge
OTU_672	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
OTU_6720	Bacteria	Firmicutes	Desulfotomaculia	Ammonifexales	Desulforudaceae	Candidatus_Desulforudis
OTU_6721	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	uncultured
OTU_6722	Bacteria	Actinobacteriota	Actinobacteriota_unclassified	Actinobacteriota_unclassified	Actinobacteriota_unclassified	Actinobacteriota_unclassified
OTU_6723	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
OTU_6724	Bacteria	Actinobacteriota	Actinobacteriota_unclassified	Actinobacteriota_unclassified	Actinobacteriota_unclassified	Actinobacteriota_unclassified
OTU_6725	Bacteria	Chloroflexi	AD3	AD3_or	AD3_fa	AD3_ge
OTU_6726	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	uncultured
OTU_6727	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
OTU_6728	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga
OTU_6729	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
OTU_673	Bacteria	Chloroflexi	AD3	AD3_or	AD3_fa	AD3_ge
OTU_6730	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured_ge
OTU_6731	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured_ge
OTU_6732	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
OTU_6733	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	cvE6_ge
OTU_6734	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14_ge
OTU_6735	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	JG30-KF-AS9_ge
OTU_6736	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydiaceae_unclassified
OTU_6737	Bacteria	Acidobacteriota	Blastocatellia	11月24日	11-24_fa	11-24_ge
OTU_6738	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Thermoactinomycetaceae_unclassified
OTU_6739	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_ge
OTU_674	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	TRA3-20_ge
OTU_6740	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
OTU_6741	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
OTU_6742	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia
OTU_6743	Bacteria	Chloroflexi	TK10	TK10_or	TK10_fa	TK10_ge
OTU_6744	Bacteria	unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
OTU_6745	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacteraceae_unclassified
OTU_6746	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12_ge
OTU_6747	Bacteria	Armatimonadota	uncultured	uncultured_or	uncultured_fa	uncultured_ge
OTU_6748	Bacteria	Chloroflexi	TK10	TK10_or	TK10_fa	TK10_ge
OTU_6749	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured_ge
OTU_675	Bacteria	Actinobacteriota	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified
OTU_6750	Bacteria	Planctomycetota	OM190	OM190_or	OM190_fa	OM190_ge
OTU_6751	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_unclassified
OTU_6752	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales_fa	Kapabacteriales_ge
OTU_6753	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
OTU_6754	Bacteria	Elusimicrobiota	Lineage_IIa	Lineage_IIa_or	Lineage_IIa_fa	Lineage_IIa_ge
OTU_6755	Bacteria	unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
OTU_6756	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcales_unclassified	Micrococcales_unclassified
OTU_6757	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
OTU_6758	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	Dadabacteriales_fa	Dadabacteriales_ge
OTU_6759	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Babeliaceae_ge
OTU_676	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia
OTU_6760	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	uncultured
OTU_6761	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
OTU_6762	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckiaceae_unclassified
OTU_6764	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella
OTU_6765	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseococcus
OTU_6766	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
OTU_6767	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ethanoligenenaceae	Incertae_Sedis
OTU_6768	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacterales_fa	BBMC-4
OTU_6769	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	S32	TM7
OTU_677	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis
OTU_6770	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
OTU_6771	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	uncultured
OTU_6772	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Ovatusbacter
OTU_6773	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Ovatusbacter
OTU_6774	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis
OTU_6775	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_unclassified
OTU_6776	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
OTU_6777	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	KD3-10
OTU_6778	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae_ge
OTU_6779	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured_ge
OTU_678	Bacteria	Chloroflexi	TK10	TK10_or	TK10_fa	TK10_ge
OTU_6780	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	TRA3-20_ge
OTU_6781	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	LWQ8_ge
OTU_6782	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured_ge
OTU_6783	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured
OTU_6784	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_unclassified
OTU_6785	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Defluviicoccales	uncultured	uncultured_ge
OTU_6786	Bacteria	unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
OTU_6787	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20_fa	0319-6G20_ge
OTU_6788	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
OTU_6789	Bacteria	Acidobacteriota	Blastocatellia	11月24日	11-24_fa	11-24_ge
OTU_679	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Magnetospirillaceae_unclassified
OTU_6790	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
OTU_6791	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
OTU_6792	Bacteria	Acidobacteriota	Acidobacteriae	Elev-16S-1166	Elev-16S-1166_fa	Elev-16S-1166_ge
OTU_6793	Bacteria	Firmicutes	Clostridia	Clostridiales	Oxobacteraceae	Oxobacter
OTU_6794	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20_fa	0319-6G20_ge
OTU_6795	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
OTU_6796	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacteraceae_unclassified
OTU_6797	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Thermoactinomycetaceae_unclassified
OTU_6798	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured
OTU_6799	Bacteria	Elusimicrobiota	Lineage_IIb	Lineage_IIb_or	Lineage_IIb_fa	Lineage_IIb_ge
OTU_68	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum
OTU_680	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	uncultured
OTU_6800	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Herbinix
OTU_6801	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis
OTU_6802	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae_ge
OTU_6803	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium
OTU_6804	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella
OTU_6805	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Variibacter
OTU_6806	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20_fa	0319-6G20_ge
OTU_6807	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
OTU_6808	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiales_unclassified	Burkholderiales_unclassified
OTU_6809	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	cvE6_ge
OTU_681	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256_fa	IMCC26256_ge
OTU_6810	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_ge
OTU_6811	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
OTU_6812	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
OTU_6813	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Diplorickettsiaceae_unclassified
OTU_6814	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	env.OPS_17_ge
OTU_6815	Bacteria	Myxococcota	Polyangia	mle1-27	mle1-27_fa	mle1-27_ge
OTU_6816	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Paracaedibacteraceae_unclassified
OTU_6817	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20_fa	0319-6G20_ge
OTU_6818	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	JG30-KF-AS9_ge
OTU_6819	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
OTU_682	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
OTU_6820	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	I-8
OTU_6821	Bacteria	Firmicutes	Thermoanaerobacteria	Thermoanaerobacterales	SRB2	SRB2_ge
OTU_6822	Bacteria	unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
OTU_6823	Bacteria	Firmicutes	Bacilli	Bacillales	Salisediminibacteriaceae	Salipaludibacillus
OTU_6824	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
OTU_6825	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
OTU_6826	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured_ge
OTU_6827	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus_Protochlamydia
OTU_6828	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus_Protochlamydia
OTU_6829	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12_ge
OTU_683	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter
OTU_6830	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
OTU_6831	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20_fa	0319-6G20_ge
OTU_6832	Bacteria	Myxococcota	Myxococcota_unclassified	Myxococcota_unclassified	Myxococcota_unclassified	Myxococcota_unclassified
OTU_6833	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioidaceae_unclassified
OTU_6834	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexaceae_unclassified
OTU_6835	Bacteria	Myxococcota	bacteriap25	bacteriap25_or	bacteriap25_fa	bacteriap25_ge
OTU_6836	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
OTU_6837	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacteriaceae_unclassified
OTU_6838	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriae_unclassified	Acidobacteriae_unclassified	Acidobacteriae_unclassified
OTU_6839	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydiaceae_unclassified
OTU_684	Bacteria	unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
OTU_6840	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
OTU_6841	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculales_fa	Pelotomaculum
OTU_6842	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
OTU_6843	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales_unclassified	Saccharimonadales_unclassified
OTU_6848	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacteraceae_unclassified
OTU_685	Bacteria	Actinobacteriota	Thermoleophilia	uncultured	uncultured_fa	uncultured_ge
OTU_6850	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
OTU_6851	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Rudanella
OTU_6852	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
OTU_6853	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptoraceae_ge
OTU_6854	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	MN_122.2a
OTU_6855	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosiaceae_unclassified
OTU_6856	Bacteria	Firmicutes	Clostridia	Clostridia_or	Hungateiclostridiaceae	Hungateiclostridiaceae_unclassified
OTU_6857	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7
OTU_6858	Bacteria	Chloroflexi	TK10	TK10_or	TK10_fa	TK10_ge
OTU_6859	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_unclassified	Rhizobiales_unclassified
OTU_686	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14_ge
OTU_6860	Bacteria	Chloroflexi	Ktedonobacteria	C0119	C0119_fa	C0119_ge
OTU_6861	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
OTU_6862	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
OTU_6863	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
OTU_6864	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
