Sample	berger_parker	buzas_gibson	chao1	dominance	equitability	jost	jost1	reads	richness	robbins	simpson	shannon_e	shannon_2	shannon_10
LEYYNPKM2	0.29	0.0011	312.7	0.892	0.556	13.4	24.3	22000	310	0.383	0.108	3.19	4.6	1.39
LEYYNPKM3	0.534	0.000361	174.9	0.694	0.405	4.36	7.95	22000	168	0.396	0.306	2.07	2.99	0.9
LEYYNPKM4	0.506	0.000348	163	0.71	0.405	4.44	7.65	22000	153	0.377	0.29	2.04	2.94	0.884
LEYYNPKM5	0.555	0.000313	184.4	0.663	0.372	3.84	6.9	22000	179	0.4	0.337	1.93	2.79	0.839
LEYYNPKM6	0.676	0.000251	202	0.537	0.325	2.8	5.53	22000	193	0.459	0.463	1.71	2.47	0.743
LEYYNPKM7	0.512	0.000359	192	0.707	0.403	4.46	7.9	22000	170	0.427	0.293	2.07	2.98	0.898
LEYYNPKM8	0.54	0.000372	178.7	0.684	0.406	4.25	8.18	22000	176	0.328	0.316	2.1	3.03	0.913
LEYYNPKM9	0.333	0.000694	219.2	0.849	0.507	8.91	15.3	22000	217	0.349	0.151	2.73	3.93	1.18
LECCCK1	0.225	0.00101	201.2	0.91	0.588	14.5	22.3	22000	197	0.338	0.0896	3.11	4.48	1.35
LECCCK2	0.166	0.00112	177.9	0.933	0.621	18	24.7	22000	174	0.303	0.0669	3.21	4.62	1.39
LECCCK3	0.153	0.00107	169.1	0.934	0.621	17.7	23.5	22000	162	0.301	0.0664	3.16	4.56	1.37
LECCCK4	0.241	0.000778	163.9	0.893	0.559	11.7	17.1	22000	161	0.327	0.107	2.84	4.1	1.23
LECCCK5	0.168	0.000896	173	0.918	0.582	14.5	19.7	22000	168	0.355	0.0817	2.98	4.3	1.29
LECCCK6	0.189	0.000747	163.8	0.891	0.551	11.2	16.4	22000	161	0.321	0.109	2.8	4.04	1.22
LECCCK7	0.242	0.000853	187.4	0.891	0.563	11.9	18.8	22000	183	0.321	0.109	2.93	4.23	1.27
LECCCK8	0.267	0.000835	181.4	0.887	0.562	11.7	18.4	22000	177	0.331	0.113	2.91	4.2	1.26
LECCCK9	0.139	0.00106	170	0.931	0.619	17.3	23.3	22000	162	0.344	0.069	3.15	4.54	1.37
LECCNPK1	0.283	0.000676	181.9	0.861	0.523	9.25	14.9	22000	175	0.358	0.139	2.7	3.89	1.17
LECCNPK2	0.284	0.000914	219.7	0.891	0.56	12.5	20.1	22000	213	0.411	0.109	3	4.33	1.3
LECCNPK3	0.215	0.00099	204.6	0.912	0.581	14.5	21.8	22000	201	0.347	0.0879	3.08	4.44	1.34
LECCNPK4	0.246	0.000767	207.6	0.868	0.533	10.1	16.9	22000	200	0.388	0.132	2.83	4.08	1.23
LECCNPK5	0.141	0.00103	196.2	0.93	0.594	16.9	22.6	22000	191	0.354	0.07	3.12	4.5	1.36
LECCNPK6	0.161	0.000932	184.5	0.923	0.583	15.3	20.5	22000	178	0.363	0.0768	3.02	4.36	1.31
LECCNPK7	0.186	0.000882	184.4	0.906	0.572	13.2	19.4	22000	179	0.367	0.0943	2.97	4.28	1.29
LECCNPK8	0.259	0.000981	210.1	0.899	0.576	13.3	21.6	22000	207	0.313	0.101	3.07	4.43	1.33
LECCNPK9	0.221	0.000864	166.1	0.905	0.58	13.1	19	22000	161	0.315	0.0949	2.95	4.25	1.28
LECCNPKM1	0.246	0.000882	189.4	0.903	0.568	13.1	19.4	22000	185	0.366	0.0973	2.97	4.28	1.29
LECCNPKM2	0.262	0.000728	162.4	0.887	0.549	11	16	22000	157	0.373	0.113	2.77	4	1.2
LECCNPKM3	0.235	0.000734	146.1	0.897	0.561	11.7	16.1	22000	142	0.322	0.103	2.78	4.01	1.21
LECCNPKM4	0.339	0.000653	173.6	0.847	0.52	8.72	14.4	22000	168	0.355	0.153	2.67	3.85	1.16
LECCNPKM5	0.235	0.000659	161.5	0.884	0.528	10.2	14.5	22000	158	0.333	0.116	2.67	3.86	1.16
LECCNPKM6	0.144	0.000922	162.7	0.925	0.594	15.4	20.3	22000	159	0.287	0.0747	3.01	4.34	1.31
LECCNPKM7	0.277	0.000658	149.1	0.876	0.536	9.96	14.5	22000	146	0.34	0.124	2.67	3.86	1.16
LECCNPKM8	0.354	0.000552	152.9	0.836	0.502	7.85	12.1	22000	144	0.379	0.164	2.5	3.6	1.08
LECCNPKM9	0.218	0.000887	165.2	0.913	0.585	14.1	19.5	22000	160	0.36	0.0868	2.97	4.29	1.29
XEQYCK1	0.795	0.000122	89.8	0.361	0.226	1.81	2.69	22000	80	0.383	0.639	0.988	1.43	0.429
XEQYCK4	0.805	0.000117	74.5	0.346	0.223	1.76	2.58	22000	70	0.296	0.654	0.948	1.37	0.412
XEQYCK5	0.345	0.000261	101	0.773	0.392	4.79	5.75	22000	87	0.42	0.227	1.75	2.52	0.76
XEQYCK6	0.376	0.000243	97.8	0.727	0.368	4.09	5.35	22000	95	0.344	0.273	1.68	2.42	0.729
XEQYCK7	0.835	0.000105	80.6	0.298	0.191	1.61	2.3	22000	78	0.291	0.702	0.834	1.2	0.362
XEQYCK8	0.601	0.00022	100.4	0.611	0.344	3.15	4.85	22000	99	0.27	0.389	1.58	2.28	0.686
XEQYCK9	0.729	0.000137	108.1	0.449	0.251	2.11	3.01	22000	80	0.37	0.551	1.1	1.59	0.478
XEQYNPK1	0.278	0.000404	179.1	0.827	0.471	6.63	8.88	22000	103	0.356	0.173	2.18	3.15	0.949
XEQYNPK2	0.333	0.000381	109.4	0.809	0.455	6.17	8.39	22000	107	0.306	0.191	2.13	3.07	0.924
XEQYNPK4	0.307	0.000289	88.8	0.764	0.415	4.77	6.36	22000	86	0.299	0.236	1.85	2.67	0.803
XEQYNPK6	0.503	0.000331	112.3	0.715	0.422	4.5	7.28	22000	110	0.288	0.285	1.99	2.86	0.862
XEQYNPK7	0.644	0.000168	97.7	0.551	0.289	2.61	3.7	22000	92	0.398	0.449	1.31	1.89	0.568
XEQYNPK8	0.686	0.000163	108.1	0.506	0.279	2.4	3.59	22000	98	0.364	0.494	1.28	1.84	0.555
XEQYNPK9	0.608	0.000218	96.1	0.606	0.348	3.12	4.79	22000	90	0.308	0.394	1.57	2.26	0.68
XEQYNPKM1	0.434	0.000213	107.4	0.672	0.336	3.44	4.68	22000	98	0.394	0.328	1.54	2.23	0.67
XEQYNPKM2	0.754	0.00014	118.4	0.419	0.25	2.02	3.09	22000	91	0.402	0.581	1.13	1.63	0.49
XEQYNPKM3	0.416	0.000371	126.6	0.778	0.438	5.57	8.16	22000	121	0.41	0.222	2.1	3.03	0.912
XEQYNPKM4	0.419	0.000329	123.3	0.75	0.414	4.81	7.23	22000	119	0.342	0.25	1.98	2.85	0.859
XEQYNPKM5	0.374	0.000501	137.5	0.815	0.492	6.96	11	22000	132	0.323	0.185	2.4	3.46	1.04
XEQYNPKM6	0.437	0.000435	162.6	0.775	0.458	5.82	9.58	22000	139	0.393	0.225	2.26	3.26	0.981
XEQYNPKM7	0.397	0.000277	108.5	0.735	0.391	4.36	6.09	22000	101	0.304	0.265	1.81	2.61	0.785
XEQYNPKM8	0.53	0.000263	132.6	0.677	0.367	3.79	5.79	22000	119	0.392	0.323	1.76	2.53	0.763
XEQYNPKM9	0.528	0.000292	120.1	0.686	0.393	4.01	6.42	22000	114	0.365	0.314	1.86	2.68	0.808
XEYCCK1	0.724	0.000162	98.3	0.466	0.281	2.26	3.57	22000	92	0.344	0.534	1.27	1.83	0.552
XEYCCK2	0.74	0.000148	86.2	0.443	0.267	2.14	3.25	22000	83	0.333	0.557	1.18	1.7	0.512
XEYCCK3	0.666	0.000189	92.9	0.539	0.317	2.65	4.15	22000	89	0.278	0.461	1.42	2.05	0.618
XEYCCK4	0.392	0.000299	135.3	0.752	0.409	4.73	6.58	22000	100	0.416	0.248	1.88	2.72	0.818
XEYCCK5	0.749	0.000146	83.2	0.429	0.265	2.08	3.2	22000	81	0.28	0.571	1.16	1.68	0.505
XEYCCK6	0.745	0.000145	89.3	0.435	0.26	2.1	3.2	22000	88	0.258	0.565	1.16	1.68	0.505
XEYCCK7	0.336	0.000389	110	0.819	0.464	6.46	8.56	22000	102	0.35	0.181	2.15	3.1	0.932
XEYCCK8	0.544	0.000317	99	0.685	0.425	4.18	6.98	22000	97	0.265	0.315	1.94	2.8	0.844
XEYCCK9	0.835	0.000111	87.2	0.3	0.201	1.63	2.43	22000	84	0.329	0.7	0.89	1.28	0.386
XEYCNPK1	0.58	0.000241	85.8	0.64	0.377	3.47	5.31	22000	84	0.294	0.36	1.67	2.41	0.725
XEYCNPK2	0.199	0.000439	109.2	0.861	0.491	7.88	9.67	22000	102	0.369	0.139	2.27	3.27	0.985
XEYCNPK3	0.334	0.000348	108.4	0.808	0.436	5.92	7.66	22000	107	0.296	0.192	2.04	2.94	0.884
XEYCNPK4	0.423	0.000283	114.2	0.743	0.397	4.53	6.23	22000	101	0.353	0.257	1.83	2.64	0.795
XEYCNPK5	0.426	0.000343	131.2	0.759	0.416	5.06	7.54	22000	128	0.333	0.241	2.02	2.91	0.877
XEYCNPK6	0.316	0.000336	89.1	0.815	0.448	6.03	7.39	22000	87	0.352	0.185	2	2.89	0.869
XEYCNPK7	0.532	0.000213	68.4	0.661	0.373	3.46	4.69	22000	63	0.359	0.339	1.55	2.23	0.671
XEYCNPK8	0.679	0.000156	76.3	0.513	0.286	2.42	3.44	22000	75	0.355	0.487	1.23	1.78	0.536
XEYCNPK9	0.886	7.97E-05	61.7	0.212	0.142	1.38	1.75	22000	52	0.415	0.788	0.562	0.811	0.244
XEYCNPKM1	0.573	0.000232	118.8	0.639	0.345	3.4	5.11	22000	113	0.36	0.361	1.63	2.35	0.708
XEYCNPKM2	0.362	0.000278	67.2	0.778	0.433	5.01	6.11	22000	65	0.288	0.222	1.81	2.61	0.786
XEYCNPKM3	0.36	0.000244	94.8	0.746	0.393	4.31	5.38	22000	72	0.37	0.254	1.68	2.43	0.731
XEYCNPKM4	0.49	0.000214	69.3	0.684	0.37	3.62	4.7	22000	66	0.343	0.316	1.55	2.23	0.673
XEYCNPKM5	0.214	0.000489	152.8	0.867	0.473	8.32	10.8	22000	151	0.296	0.133	2.38	3.43	1.03
XEYCNPKM6	0.648	0.000168	96	0.551	0.3	2.63	3.69	22000	78	0.456	0.449	1.31	1.89	0.568
XEYCNPKM7	0.347	0.000268	74	0.773	0.416	4.88	5.89	22000	71	0.375	0.227	1.77	2.56	0.77
