OTUID	BS	P	LE	RS	RE	SE	VE
OTU_4209	1.11E-03	0.00E+00	0.00E+00	2.76E-04	5.55E-06	0.00E+00	0.00E+00
OTU_421	3.77E-02	3.90E-03	8.72E-04	3.02E-02	1.29E-03	5.14E-04	1.73E-04
OTU_4210	1.80E-05	7.44E-04	9.59E-05	3.33E-05	6.80E-05	1.56E-04	0.00E+00
OTU_4211	0.00E+00	6.74E-06	6.60E-06	4.62E-05	1.65E-05	1.44E-03	5.13E-06
OTU_4212	0.00E+00	9.25E-05	1.30E-05	7.62E-05	3.71E-05	8.63E-04	0.00E+00
OTU_4213	1.57E-03	0.00E+00	0.00E+00	6.51E-04	6.52E-05	0.00E+00	0.00E+00
OTU_4214	1.73E-03	0.00E+00	0.00E+00	1.81E-04	3.68E-06	0.00E+00	0.00E+00
OTU_4215	1.28E-03	5.47E-06	0.00E+00	5.26E-04	2.97E-05	0.00E+00	0.00E+00
OTU_4216	3.24E-04	0.00E+00	0.00E+00	4.53E-04	1.21E-04	0.00E+00	0.00E+00
OTU_4217	2.54E-04	0.00E+00	0.00E+00	3.57E-04	9.35E-06	3.77E-04	0.00E+00
OTU_4218	3.32E-04	0.00E+00	0.00E+00	3.91E-04	4.14E-04	0.00E+00	0.00E+00
OTU_4219	1.53E-03	2.22E-05	9.71E-06	1.18E-03	2.04E-05	1.27E-04	0.00E+00
OTU_422	1.73E-01	1.46E-03	6.10E-04	1.30E-01	1.26E-01	2.61E-03	1.19E-04
OTU_4220	7.28E-04	0.00E+00	1.47E-05	2.68E-04	2.07E-05	0.00E+00	0.00E+00
OTU_4221	2.58E-03	0.00E+00	0.00E+00	2.66E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4222	1.07E-03	0.00E+00	0.00E+00	2.17E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4223	9.69E-04	6.45E-01	5.11E-01	4.27E-03	4.36E-03	1.62E-02	8.99E-03
OTU_4224	8.19E-04	0.00E+00	0.00E+00	1.34E-03	2.60E-04	0.00E+00	0.00E+00
OTU_4225	5.91E-04	0.00E+00	3.01E-06	4.00E-04	5.00E-06	0.00E+00	0.00E+00
OTU_4226	1.08E-03	1.98E-05	0.00E+00	1.31E-03	2.58E-04	0.00E+00	0.00E+00
OTU_4227	8.76E-05	1.96E-05	0.00E+00	1.90E-04	7.46E-04	8.95E-05	0.00E+00
OTU_4228	9.25E-04	0.00E+00	6.13E-05	7.38E-04	4.80E-04	4.75E-04	0.00E+00
OTU_4229	8.26E-04	0.00E+00	4.76E-06	1.20E-04	9.32E-04	0.00E+00	0.00E+00
OTU_423	2.40E-05	1.23E-02	9.04E-03	0.00E+00	1.27E-05	0.00E+00	0.00E+00
OTU_4230	2.08E-02	8.39E-05	2.57E-05	2.22E-02	6.33E-03	3.43E-04	0.00E+00
OTU_4231	4.76E-04	0.00E+00	0.00E+00	2.11E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4232	6.13E-04	0.00E+00	0.00E+00	2.75E-04	1.83E-05	0.00E+00	0.00E+00
OTU_4233	2.34E-04	0.00E+00	6.81E-06	4.75E-04	6.27E-05	0.00E+00	0.00E+00
OTU_4234	2.78E-03	1.82E-04	0.00E+00	1.55E-03	4.19E-04	0.00E+00	0.00E+00
OTU_4235	4.28E-03	5.55E-06	0.00E+00	1.29E-03	1.02E-05	9.40E-06	0.00E+00
OTU_4236	2.62E-03	1.95E-06	3.93E-06	6.78E-04	9.11E-06	0.00E+00	0.00E+00
OTU_4237	4.92E-03	0.00E+00	0.00E+00	3.43E-03	2.12E-04	0.00E+00	0.00E+00
OTU_4238	9.68E-04	0.00E+00	0.00E+00	2.58E-04	2.12E-05	0.00E+00	0.00E+00
OTU_4239	3.94E-03	2.50E-05	2.76E-06	2.48E-03	1.27E-04	0.00E+00	0.00E+00
OTU_424	1.61E-02	2.93E-04	2.58E-04	2.32E-02	2.02E-02	1.30E-02	0.00E+00
OTU_4240	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.92E-06	0.00E+00
OTU_4242	7.79E-06	1.67E-05	2.05E-05	0.00E+00	3.45E-06	6.71E-04	1.32E-05
OTU_4243	9.51E-04	2.34E-06	0.00E+00	9.75E-04	9.96E-06	0.00E+00	0.00E+00
OTU_4244	1.08E-03	0.00E+00	0.00E+00	8.04E-04	8.71E-05	0.00E+00	0.00E+00
OTU_4245	3.04E-04	0.00E+00	0.00E+00	1.48E-04	1.52E-03	0.00E+00	0.00E+00
OTU_4246	7.97E-04	3.59E-06	0.00E+00	1.12E-03	1.07E-04	0.00E+00	0.00E+00
OTU_4247	4.73E-04	0.00E+00	0.00E+00	1.24E-03	1.23E-04	0.00E+00	0.00E+00
OTU_4248	1.02E-03	0.00E+00	0.00E+00	3.97E-04	5.64E-05	1.27E-05	0.00E+00
OTU_4249	2.82E-03	7.64E-06	0.00E+00	6.46E-03	3.81E-05	2.57E-05	0.00E+00
OTU_425	3.08E-01	1.10E-03	2.36E-04	1.85E-01	1.52E-02	5.19E-03	3.53E-05
OTU_4250	3.65E-04	5.14E-05	3.77E-06	2.82E-04	0.00E+00	6.90E-04	0.00E+00
OTU_4251	5.76E-04	0.00E+00	0.00E+00	8.30E-05	0.00E+00	0.00E+00	0.00E+00
OTU_4252	7.43E-04	0.00E+00	0.00E+00	5.02E-04	3.00E-03	0.00E+00	0.00E+00
OTU_4253	2.66E-03	6.41E-03	1.13E-03	2.78E-03	1.78E-04	3.53E-04	1.03E-05
OTU_4254	1.18E-03	0.00E+00	0.00E+00	2.21E-04	2.68E-05	0.00E+00	0.00E+00
OTU_4255	3.97E-03	0.00E+00	0.00E+00	7.96E-04	5.85E-04	0.00E+00	0.00E+00
OTU_4256	5.77E-03	0.00E+00	0.00E+00	5.59E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4257	3.10E-03	0.00E+00	0.00E+00	4.97E-04	6.64E-06	0.00E+00	0.00E+00
OTU_4258	1.61E-03	0.00E+00	0.00E+00	2.10E-04	3.96E-06	0.00E+00	0.00E+00
OTU_4259	1.43E-03	2.90E-05	0.00E+00	5.94E-04	4.86E-06	0.00E+00	6.52E-06
OTU_426	1.42E-05	2.06E-03	1.47E-05	2.01E-05	6.96E-07	0.00E+00	0.00E+00
OTU_4260	2.06E-03	2.84E-06	1.46E-05	1.75E-03	7.19E-05	1.56E-03	0.00E+00
OTU_4261	1.93E-05	1.02E-04	0.00E+00	0.00E+00	0.00E+00	2.07E-03	0.00E+00
OTU_4262	8.48E-05	1.03E-05	0.00E+00	1.14E-04	3.19E-05	0.00E+00	5.88E-06
OTU_4263	4.27E-03	6.68E-04	3.74E-04	4.16E-02	1.72E-01	1.54E-02	1.09E-04
OTU_4264	2.95E-04	0.00E+00	0.00E+00	9.82E-05	3.69E-05	0.00E+00	0.00E+00
OTU_4265	1.35E-03	0.00E+00	0.00E+00	8.48E-04	2.07E-04	0.00E+00	0.00E+00
OTU_4266	1.27E-03	0.00E+00	0.00E+00	4.94E-04	4.53E-05	1.14E-05	0.00E+00
OTU_4267	1.41E-03	0.00E+00	4.26E-06	9.79E-04	1.40E-04	0.00E+00	0.00E+00
OTU_4268	7.24E-03	6.11E-04	6.83E-05	2.11E-02	3.20E-03	2.38E-02	1.67E-04
OTU_4269	1.94E-03	6.10E-06	0.00E+00	8.86E-04	6.34E-06	0.00E+00	0.00E+00
OTU_427	6.80E-02	2.37E-04	1.70E-05	2.31E-02	5.70E-04	2.56E-03	3.60E-06
OTU_4270	8.12E-04	0.00E+00	0.00E+00	4.22E-04	1.79E-06	0.00E+00	0.00E+00
OTU_4271	1.41E-03	0.00E+00	0.00E+00	5.54E-04	2.48E-05	5.08E-03	0.00E+00
OTU_4272	1.14E-03	0.00E+00	0.00E+00	4.57E-04	4.86E-06	0.00E+00	0.00E+00
OTU_4273	2.37E-05	1.25E-03	2.33E-04	2.10E-04	7.08E-06	2.79E-02	0.00E+00
OTU_4274	7.35E-04	2.83E-06	5.89E-06	8.04E-04	2.68E-03	0.00E+00	0.00E+00
OTU_4275	7.34E-06	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.67E-03	0.00E+00
OTU_4276	2.57E-03	0.00E+00	5.51E-06	1.35E-03	4.50E-05	9.59E-05	0.00E+00
OTU_4277	4.58E-04	1.67E-04	0.00E+00	6.02E-04	1.90E-04	0.00E+00	0.00E+00
OTU_4278	3.28E-04	5.39E-06	0.00E+00	8.48E-04	1.18E-04	1.22E-04	0.00E+00
OTU_4279	1.14E-02	6.47E-03	9.47E-04	3.46E-02	3.23E-03	2.29E-02	3.24E-05
OTU_428	8.89E-02	1.01E-04	2.59E-04	6.03E-02	4.10E-03	2.42E-03	7.36E-06
OTU_4280	2.11E-05	3.11E-04	2.37E-05	1.52E-05	0.00E+00	9.44E-04	3.16E-06
OTU_4281	4.54E-04	0.00E+00	0.00E+00	1.10E-04	4.06E-06	8.27E-04	0.00E+00
OTU_4282	1.30E-03	0.00E+00	0.00E+00	8.16E-04	9.59E-05	5.74E-05	0.00E+00
OTU_4283	2.45E-04	0.00E+00	0.00E+00	2.80E-04	3.28E-05	0.00E+00	0.00E+00
OTU_4284	2.00E-03	6.10E-06	0.00E+00	1.37E-03	3.37E-05	0.00E+00	0.00E+00
OTU_4285	1.28E-03	0.00E+00	0.00E+00	1.00E-03	0.00E+00	0.00E+00	0.00E+00
OTU_4286	1.01E-02	0.00E+00	0.00E+00	4.48E-03	2.72E-04	5.75E-04	0.00E+00
OTU_4287	4.47E-03	0.00E+00	0.00E+00	6.07E-04	6.36E-06	2.44E-05	0.00E+00
OTU_4288	1.21E-05	2.53E-04	1.89E-05	0.00E+00	3.98E-04	6.31E-04	0.00E+00
OTU_4289	1.63E-03	0.00E+00	1.02E-05	1.47E-03	2.15E-04	0.00E+00	0.00E+00
OTU_429	2.91E-02	9.73E-05	7.53E-05	2.13E-02	1.21E-03	2.05E-03	1.43E-05
OTU_4290	3.33E-05	0.00E+00	0.00E+00	8.22E-06	6.50E-04	0.00E+00	0.00E+00
OTU_4291	7.37E-03	8.01E-04	1.61E-04	8.35E-03	1.76E-04	2.75E-03	1.06E-05
OTU_4292	3.50E-04	0.00E+00	0.00E+00	1.52E-04	6.77E-04	0.00E+00	0.00E+00
OTU_4293	2.03E-04	0.00E+00	7.68E-06	1.52E-04	6.89E-04	0.00E+00	0.00E+00
OTU_4294	1.06E-03	7.97E-04	1.00E-03	1.76E-03	1.40E-03	1.33E-04	6.47E-06
OTU_4295	1.23E-03	2.01E-04	2.62E-04	3.94E-03	2.23E-02	1.35E-03	7.67E-05
OTU_4296	1.71E-03	5.09E-06	0.00E+00	1.71E-03	1.11E-04	0.00E+00	0.00E+00
OTU_4297	3.09E-04	2.12E-05	9.12E-06	6.78E-04	7.79E-05	0.00E+00	0.00E+00
OTU_4298	1.04E-03	1.53E-05	0.00E+00	6.67E-04	4.84E-05	3.74E-06	0.00E+00
OTU_4299	4.86E-03	1.39E-04	5.51E-06	5.42E-03	9.18E-03	6.50E-06	0.00E+00
OTU_43	3.87E-02	3.68E-03	8.38E-04	5.20E-02	1.55E+00	1.02E-04	2.49E-04
OTU_430	9.58E-02	1.61E-04	2.79E-05	3.21E-02	1.11E-03	3.91E-03	4.48E-06
OTU_4300	3.70E-03	0.00E+00	0.00E+00	1.74E-03	2.37E-04	0.00E+00	0.00E+00
OTU_4301	9.39E-04	5.23E-05	0.00E+00	4.69E-04	2.59E-05	2.62E-04	2.22E-05
OTU_4302	1.31E-04	0.00E+00	0.00E+00	2.24E-04	2.94E-05	0.00E+00	0.00E+00
OTU_4303	7.37E-04	0.00E+00	0.00E+00	1.16E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4304	1.08E-03	0.00E+00	0.00E+00	9.28E-04	1.13E-04	0.00E+00	0.00E+00
OTU_4305	1.44E-03	0.00E+00	0.00E+00	6.14E-04	2.43E-05	0.00E+00	0.00E+00
OTU_4306	1.45E-03	4.59E-06	0.00E+00	8.65E-04	1.08E-05	0.00E+00	0.00E+00
OTU_4307	2.05E-03	0.00E+00	0.00E+00	1.18E-03	6.00E-06	0.00E+00	0.00E+00
OTU_4308	1.41E-03	1.56E-05	0.00E+00	1.40E-03	3.00E-03	0.00E+00	0.00E+00
OTU_4309	4.66E-04	2.06E-05	2.25E-06	6.52E-04	4.56E-04	2.92E-04	0.00E+00
OTU_431	3.25E-02	8.22E-06	0.00E+00	8.96E-03	2.47E-04	1.82E-04	0.00E+00
OTU_4310	2.15E-02	1.29E-05	2.70E-05	1.12E-02	8.03E-04	9.95E-04	0.00E+00
OTU_4311	1.55E-03	0.00E+00	0.00E+00	4.03E-04	4.50E-05	0.00E+00	0.00E+00
OTU_4312	8.51E-03	0.00E+00	5.47E-06	1.67E-03	2.90E-05	0.00E+00	0.00E+00
OTU_4313	1.34E-03	0.00E+00	0.00E+00	5.49E-04	5.47E-05	0.00E+00	0.00E+00
OTU_4314	7.27E-04	0.00E+00	0.00E+00	8.42E-04	6.15E-05	0.00E+00	0.00E+00
OTU_4315	9.92E-04	0.00E+00	0.00E+00	2.36E-04	7.18E-06	0.00E+00	0.00E+00
OTU_4316	2.90E-06	1.37E-05	0.00E+00	2.74E-06	0.00E+00	2.32E-03	0.00E+00
OTU_4317	0.00E+00	6.51E-05	1.49E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00
OTU_4318	4.40E-06	5.07E-04	5.70E-04	1.89E-05	8.67E-05	2.73E-03	1.20E-05
OTU_4319	3.66E-04	7.78E-06	0.00E+00	4.36E-04	1.67E-04	0.00E+00	0.00E+00
OTU_432	2.17E-02	2.41E-05	1.61E-06	2.43E-02	7.61E-03	2.14E-04	6.61E-06
OTU_4320	2.31E-04	0.00E+00	0.00E+00	3.84E-04	5.51E-05	0.00E+00	0.00E+00
OTU_4321	4.09E-04	0.00E+00	0.00E+00	3.48E-04	1.88E-05	0.00E+00	0.00E+00
OTU_4322	6.89E-04	0.00E+00	0.00E+00	1.43E-04	1.11E-05	0.00E+00	0.00E+00
OTU_4323	4.58E-04	0.00E+00	0.00E+00	3.92E-04	1.32E-05	5.75E-04	0.00E+00
OTU_4324	5.50E-04	0.00E+00	0.00E+00	2.95E-04	3.35E-05	2.20E-04	0.00E+00
OTU_4325	1.19E-03	0.00E+00	0.00E+00	1.86E-05	6.96E-07	0.00E+00	0.00E+00
OTU_4326	1.15E-03	0.00E+00	0.00E+00	1.42E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4327	4.05E-04	0.00E+00	0.00E+00	2.58E-04	6.86E-06	7.32E-06	0.00E+00
OTU_4328	9.53E-04	0.00E+00	0.00E+00	1.07E-04	3.11E-06	0.00E+00	0.00E+00
OTU_4329	2.42E-03	0.00E+00	3.76E-06	4.40E-04	1.21E-04	0.00E+00	0.00E+00
OTU_433	6.07E-02	1.01E-04	2.38E-05	1.92E-02	4.10E-04	3.52E-05	0.00E+00
OTU_4330	4.85E-04	0.00E+00	0.00E+00	1.01E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4331	1.07E-03	3.37E-04	6.74E-06	6.73E-04	7.31E-05	2.33E-03	0.00E+00
OTU_4332	5.00E-04	6.26E-05	6.58E-06	1.37E-03	1.80E-04	0.00E+00	0.00E+00
OTU_4333	6.33E-03	0.00E+00	0.00E+00	8.11E-04	1.80E-04	0.00E+00	0.00E+00
OTU_4334	1.02E-03	0.00E+00	1.62E-06	4.92E-04	8.50E-06	0.00E+00	0.00E+00
OTU_4335	1.72E-03	0.00E+00	0.00E+00	4.42E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4336	3.97E-03	0.00E+00	0.00E+00	2.55E-03	7.94E-05	0.00E+00	0.00E+00
OTU_4337	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.54E-03	0.00E+00
OTU_4338	1.89E-04	7.96E-04	4.18E-05	1.26E-04	9.63E-06	0.00E+00	0.00E+00
OTU_4339	0.00E+00	1.78E-03	4.84E-06	0.00E+00	0.00E+00	0.00E+00	0.00E+00
OTU_434	8.51E-03	1.17E-04	2.06E-06	2.55E-02	1.51E-02	0.00E+00	0.00E+00
OTU_4340	1.01E-05	0.00E+00	0.00E+00	6.98E-04	1.74E-03	0.00E+00	0.00E+00
OTU_4341	1.49E-03	0.00E+00	0.00E+00	5.50E-04	2.37E-05	0.00E+00	0.00E+00
OTU_4342	1.14E-03	0.00E+00	0.00E+00	4.87E-04	2.64E-05	0.00E+00	0.00E+00
OTU_4343	1.23E-03	7.78E-06	0.00E+00	6.12E-04	1.96E-04	5.49E-05	0.00E+00
OTU_4344	5.87E-04	0.00E+00	0.00E+00	1.29E-04	1.36E-04	0.00E+00	0.00E+00
OTU_4345	1.44E-03	0.00E+00	4.89E-06	7.90E-04	9.13E-05	1.34E-05	0.00E+00
OTU_4346	1.30E-03	0.00E+00	0.00E+00	7.63E-04	3.49E-04	6.25E-06	0.00E+00
OTU_4347	9.36E-04	1.17E-06	0.00E+00	2.47E-04	1.59E-06	3.31E-03	0.00E+00
OTU_4348	7.63E-04	0.00E+00	0.00E+00	8.91E-04	6.14E-05	0.00E+00	0.00E+00
OTU_4349	1.09E-03	0.00E+00	0.00E+00	4.68E-04	1.61E-05	0.00E+00	0.00E+00
OTU_435	8.48E-02	1.98E-04	1.28E-04	2.84E-02	5.73E-04	1.00E-04	5.85E-06
OTU_4350	3.22E-04	2.33E-05	0.00E+00	4.19E-04	1.20E-05	0.00E+00	0.00E+00
OTU_4351	3.61E-03	1.49E-05	0.00E+00	1.68E-03	5.18E-05	0.00E+00	0.00E+00
OTU_4352	1.27E-05	0.00E+00	0.00E+00	9.23E-05	3.09E-04	0.00E+00	0.00E+00
OTU_4353	2.20E-04	3.90E-06	0.00E+00	3.82E-04	3.14E-05	0.00E+00	0.00E+00
OTU_4354	3.60E-03	2.44E-05	9.81E-06	2.35E-03	2.31E-04	2.06E-04	0.00E+00
OTU_4355	3.01E-03	1.23E-05	0.00E+00	7.41E-04	3.47E-05	0.00E+00	0.00E+00
OTU_4356	5.76E-02	1.96E-04	3.06E-05	7.85E-02	5.96E-03	5.42E-03	2.97E-06
OTU_4357	1.85E-03	3.92E-04	2.19E-05	2.04E-03	3.86E-04	0.00E+00	0.00E+00
OTU_4358	1.33E-03	1.60E-06	0.00E+00	6.97E-04	9.95E-05	1.22E-04	0.00E+00
OTU_4359	1.56E-05	6.35E-04	6.05E-04	5.85E-05	1.63E-05	1.45E-04	0.00E+00
OTU_436	1.38E-02	1.09E-03	1.48E-04	8.42E-03	2.06E-01	1.03E-04	2.94E-04
OTU_4360	0.00E+00	1.16E-03	1.99E-05	2.74E-06	0.00E+00	0.00E+00	8.77E-06
OTU_4362	4.44E-06	0.00E+00	0.00E+00	0.00E+00	5.88E-04	0.00E+00	0.00E+00
OTU_4363	9.76E-05	7.78E-06	0.00E+00	1.38E-05	7.83E-04	0.00E+00	0.00E+00
OTU_4364	6.17E-04	4.46E-06	0.00E+00	1.20E-03	1.58E-04	5.74E-05	0.00E+00
OTU_4365	9.49E-04	0.00E+00	0.00E+00	6.30E-04	3.34E-04	1.41E-05	0.00E+00
OTU_4366	8.10E-04	0.00E+00	0.00E+00	3.14E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4367	1.88E-03	2.09E-05	0.00E+00	7.41E-04	6.47E-05	0.00E+00	0.00E+00
OTU_4368	1.69E-03	0.00E+00	0.00E+00	4.46E-03	4.95E-04	4.13E-04	0.00E+00
OTU_4369	5.37E-04	2.84E-06	0.00E+00	1.03E-03	2.58E-04	0.00E+00	0.00E+00
OTU_437	5.23E-02	1.58E-05	3.57E-05	1.92E-02	3.14E-04	1.39E-03	0.00E+00
OTU_4370	3.61E-04	0.00E+00	0.00E+00	1.76E-05	0.00E+00	0.00E+00	0.00E+00
OTU_4371	2.45E-04	0.00E+00	3.76E-06	1.34E-05	9.20E-06	0.00E+00	0.00E+00
OTU_4372	5.90E-04	0.00E+00	0.00E+00	5.22E-04	4.13E-05	0.00E+00	0.00E+00
OTU_4373	1.11E-03	0.00E+00	0.00E+00	7.02E-04	3.48E-05	0.00E+00	0.00E+00
OTU_4374	6.37E-05	0.00E+00	0.00E+00	1.44E-04	0.00E+00	6.72E-04	0.00E+00
OTU_4375	7.06E-03	3.40E-06	1.77E-06	5.38E-03	2.82E-04	0.00E+00	0.00E+00
OTU_4376	1.48E-03	5.36E-06	0.00E+00	7.99E-04	2.44E-05	0.00E+00	0.00E+00
OTU_4377	4.86E-03	0.00E+00	0.00E+00	3.12E-03	9.94E-05	4.30E-05	0.00E+00
OTU_4378	2.28E-03	1.92E-04	9.65E-06	2.60E-03	6.03E-04	1.13E-03	2.29E-05
OTU_4379	7.12E-04	0.00E+00	0.00E+00	4.66E-04	2.24E-05	0.00E+00	0.00E+00
OTU_438	2.81E-03	6.47E-05	7.35E-05	6.34E-03	6.57E-02	5.61E-05	1.36E-05
OTU_4380	1.47E-03	2.35E-04	0.00E+00	3.01E-03	5.13E-04	1.47E-04	7.72E-05
OTU_4381	9.26E-04	0.00E+00	0.00E+00	5.48E-05	1.74E-06	0.00E+00	0.00E+00
OTU_4382	8.13E-04	3.26E-05	0.00E+00	6.18E-04	4.07E-05	3.44E-04	0.00E+00
OTU_4383	5.03E-04	0.00E+00	0.00E+00	2.22E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4384	1.55E-03	0.00E+00	0.00E+00	9.03E-04	3.80E-04	0.00E+00	0.00E+00
OTU_4385	2.72E-04	1.65E-05	0.00E+00	1.93E-03	4.56E-04	0.00E+00	1.04E-05
OTU_4386	1.01E-03	0.00E+00	0.00E+00	6.40E-04	1.48E-04	0.00E+00	0.00E+00
OTU_4387	9.74E-02	1.12E-04	1.33E-04	1.12E-01	7.72E-03	1.55E-02	2.57E-05
OTU_4388	6.94E-03	9.69E-06	0.00E+00	1.84E-03	7.80E-05	0.00E+00	0.00E+00
OTU_4389	2.69E-03	7.78E-06	0.00E+00	3.12E-03	5.69E-04	0.00E+00	0.00E+00
OTU_439	2.67E-02	3.21E-05	2.89E-05	2.13E-02	4.54E-02	2.47E-05	0.00E+00
OTU_4390	5.73E-05	0.00E+00	0.00E+00	5.82E-05	0.00E+00	8.34E-04	0.00E+00
OTU_4391	2.35E-05	8.13E-04	1.20E-04	5.54E-05	2.94E-06	1.38E-04	0.00E+00
OTU_4392	1.49E-04	0.00E+00	1.71E-06	1.92E-04	4.63E-05	1.02E-04	0.00E+00
OTU_4393	1.78E-03	5.15E-06	0.00E+00	1.07E-03	5.31E-06	0.00E+00	0.00E+00
OTU_4394	1.58E-03	0.00E+00	3.23E-06	9.44E-04	5.00E-05	0.00E+00	0.00E+00
OTU_4395	8.26E-04	8.19E-06	0.00E+00	7.85E-04	1.67E-04	5.39E-06	0.00E+00
OTU_4396	1.08E-03	4.84E-06	2.31E-06	8.43E-04	4.68E-04	0.00E+00	0.00E+00
OTU_4397	5.81E-04	1.56E-05	0.00E+00	6.60E-04	1.54E-03	0.00E+00	0.00E+00
OTU_4398	9.41E-05	0.00E+00	0.00E+00	5.54E-04	1.54E-04	0.00E+00	0.00E+00
OTU_4399	2.62E-03	0.00E+00	0.00E+00	8.27E-04	1.24E-04	1.36E-06	0.00E+00
OTU_44	1.20E-02	3.23E-01	2.55E-02	1.02E-01	3.64E-01	4.71E-02	1.41E-01
OTU_440	8.86E-03	1.49E-04	1.23E-05	3.58E-02	1.20E-02	4.91E-04	0.00E+00
OTU_4400	1.26E-04	1.04E-05	0.00E+00	4.10E-04	1.36E-03	1.85E-04	0.00E+00
OTU_4401	1.00E-03	0.00E+00	0.00E+00	2.02E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4402	4.43E-03	0.00E+00	0.00E+00	2.37E-03	1.40E-04	3.23E-05	3.38E-06
OTU_4403	7.45E-03	4.30E-04	3.83E-05	2.97E-02	3.63E-03	1.44E-05	0.00E+00
OTU_4404	1.28E-03	1.18E-05	0.00E+00	3.94E-04	1.99E-05	1.02E-05	0.00E+00
OTU_4405	1.08E-04	0.00E+00	0.00E+00	4.98E-04	1.26E-04	0.00E+00	0.00E+00
OTU_4406	1.72E-03	1.69E-05	1.29E-05	1.25E-03	1.77E-05	1.21E-03	0.00E+00
OTU_4407	1.13E-03	0.00E+00	0.00E+00	8.84E-05	4.06E-06	9.28E-05	0.00E+00
OTU_4408	2.38E-03	0.00E+00	0.00E+00	1.95E-04	3.91E-06	0.00E+00	0.00E+00
OTU_4409	6.07E-05	0.00E+00	0.00E+00	2.85E-06	0.00E+00	0.00E+00	0.00E+00
OTU_441	2.94E-02	5.19E-05	0.00E+00	2.86E-02	2.09E-03	1.03E-05	0.00E+00
OTU_4410	1.86E-03	0.00E+00	7.27E-06	4.19E-04	5.35E-06	0.00E+00	0.00E+00
OTU_4411	2.99E-03	1.29E-06	4.89E-06	1.17E-03	4.00E-05	0.00E+00	0.00E+00
OTU_4412	1.04E-03	0.00E+00	0.00E+00	5.31E-04	4.85E-05	0.00E+00	0.00E+00
OTU_4413	1.39E-03	0.00E+00	1.71E-06	3.68E-03	9.27E-06	0.00E+00	0.00E+00
OTU_4414	0.00E+00	3.93E-04	4.13E-04	1.40E-05	3.79E-05	0.00E+00	0.00E+00
OTU_4415	0.00E+00	2.21E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
OTU_4416	4.59E-05	4.49E-06	0.00E+00	2.23E-03	1.42E-04	1.14E-05	0.00E+00
OTU_4417	4.32E-03	4.51E-05	1.75E-05	3.76E-03	5.17E-04	3.18E-04	0.00E+00
OTU_4418	9.56E-04	0.00E+00	5.32E-06	1.20E-03	2.64E-04	4.16E-04	0.00E+00
OTU_4419	2.51E-03	1.42E-05	0.00E+00	4.44E-04	1.88E-05	0.00E+00	0.00E+00
OTU_442	1.57E-01	3.20E-03	4.30E-04	2.26E-01	1.94E-01	4.57E-02	1.24E-04
OTU_4420	2.14E-03	0.00E+00	6.29E-06	4.71E-04	7.24E-06	0.00E+00	0.00E+00
OTU_4421	1.56E-04	0.00E+00	0.00E+00	2.33E-04	1.08E-03	0.00E+00	0.00E+00
OTU_4422	6.66E-04	1.15E-04	1.53E-04	5.28E-04	1.66E-04	0.00E+00	0.00E+00
OTU_4423	5.61E-04	0.00E+00	0.00E+00	2.84E-04	3.22E-06	0.00E+00	0.00E+00
OTU_4424	1.23E-03	4.15E-05	0.00E+00	8.60E-04	8.90E-04	8.06E-05	0.00E+00
OTU_4425	8.82E-04	1.02E-05	2.13E-05	6.83E-04	1.15E-05	0.00E+00	0.00E+00
OTU_4426	3.47E-04	0.00E+00	0.00E+00	2.61E-04	6.17E-06	0.00E+00	0.00E+00
OTU_4427	3.34E-03	7.41E-06	2.84E-06	1.31E-03	6.90E-05	0.00E+00	0.00E+00
OTU_4428	2.79E-03	0.00E+00	0.00E+00	4.76E-04	1.79E-04	0.00E+00	0.00E+00
OTU_4429	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.72E-03	0.00E+00
OTU_443	1.20E-02	7.09E-05	7.82E-05	3.23E-02	7.92E-03	2.15E-05	0.00E+00
OTU_4431	2.09E-05	0.00E+00	0.00E+00	2.08E-04	6.86E-04	0.00E+00	0.00E+00
OTU_4432	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.17E-03	0.00E+00
OTU_4433	2.39E-04	1.95E-06	0.00E+00	4.16E-04	2.23E-04	0.00E+00	0.00E+00
OTU_4434	6.11E-04	3.40E-06	0.00E+00	5.35E-04	1.71E-05	0.00E+00	0.00E+00
OTU_4435	3.23E-04	0.00E+00	0.00E+00	3.48E-05	1.49E-05	0.00E+00	0.00E+00
OTU_4436	1.08E-03	0.00E+00	0.00E+00	2.80E-04	3.61E-06	2.22E-03	0.00E+00
