OTUID	BS	P	LE	RS	RE	SE	VE
OTU_6471	4.60E-04	0.00E+00	0.00E+00	2.20E-04	4.55E-06	0.00E+00	0.00E+00
OTU_6472	1.03E-04	0.00E+00	0.00E+00	1.16E-04	2.58E-04	0.00E+00	0.00E+00
OTU_6473	8.86E-04	0.00E+00	0.00E+00	8.13E-05	9.00E-06	0.00E+00	0.00E+00
OTU_6474	4.18E-04	0.00E+00	0.00E+00	2.80E-04	1.02E-06	1.80E-05	0.00E+00
OTU_6475	9.49E-04	0.00E+00	0.00E+00	0.00E+00	1.44E-05	0.00E+00	0.00E+00
OTU_6476	3.27E-04	0.00E+00	0.00E+00	1.57E-04	0.00E+00	0.00E+00	0.00E+00
OTU_6477	2.79E-04	0.00E+00	0.00E+00	6.64E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6478	5.61E-03	0.00E+00	0.00E+00	2.32E-04	2.61E-05	0.00E+00	1.48E-06
OTU_6479	3.86E-04	0.00E+00	0.00E+00	1.54E-04	5.76E-05	0.00E+00	0.00E+00
OTU_648	1.82E-02	9.81E-05	2.17E-05	1.79E-02	7.50E-04	9.06E-04	4.08E-06
OTU_6480	1.56E-03	0.00E+00	0.00E+00	7.54E-04	1.50E-05	0.00E+00	0.00E+00
OTU_6481	5.02E-04	0.00E+00	0.00E+00	1.67E-04	8.54E-05	0.00E+00	0.00E+00
OTU_6482	2.16E-04	0.00E+00	0.00E+00	3.33E-04	1.25E-04	0.00E+00	0.00E+00
OTU_6483	2.56E-04	7.14E-05	0.00E+00	1.94E-04	7.74E-06	0.00E+00	0.00E+00
OTU_6484	9.60E-04	0.00E+00	0.00E+00	1.82E-03	5.26E-05	0.00E+00	0.00E+00
OTU_6485	6.14E-04	0.00E+00	0.00E+00	4.22E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6486	0.00E+00	6.38E-05	4.31E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00
OTU_649	8.83E-04	2.91E-04	3.35E-05	5.36E-04	4.05E-02	1.56E-05	2.73E-05
OTU_6491	1.49E-04	2.64E-03	6.84E-05	6.32E-04	1.36E-03	1.37E-03	3.47E-04
OTU_6492	5.45E-05	0.00E+00	0.00E+00	1.03E-04	9.81E-05	0.00E+00	0.00E+00
OTU_6493	1.78E-05	0.00E+00	0.00E+00	2.94E-04	1.63E-04	0.00E+00	0.00E+00
OTU_6494	7.14E-06	0.00E+00	0.00E+00	2.23E-04	7.59E-04	0.00E+00	0.00E+00
OTU_6495	4.53E-04	0.00E+00	0.00E+00	7.63E-03	7.03E-04	0.00E+00	0.00E+00
OTU_6496	2.80E-05	2.28E-04	4.56E-05	1.73E-04	3.44E-04	3.04E-03	2.68E-06
OTU_6497	8.14E-05	5.17E-06	0.00E+00	5.67E-05	0.00E+00	7.58E-04	0.00E+00
OTU_6498	5.75E-04	0.00E+00	0.00E+00	4.10E-04	1.96E-05	0.00E+00	0.00E+00
OTU_6499	7.77E-04	0.00E+00	0.00E+00	2.82E-05	0.00E+00	0.00E+00	0.00E+00
OTU_65	7.58E-03	6.03E-03	5.87E-03	2.04E-01	1.48E+00	1.71E-03	2.83E-04
OTU_650	6.73E-02	8.57E-06	4.75E-05	2.89E-02	9.86E-04	1.44E-03	8.12E-06
OTU_6500	1.78E-02	6.85E-06	0.00E+00	8.30E-03	7.33E-04	0.00E+00	0.00E+00
OTU_6501	3.60E-04	0.00E+00	0.00E+00	3.75E-05	0.00E+00	4.48E-04	0.00E+00
OTU_6502	1.41E-04	5.86E-06	0.00E+00	2.10E-04	4.35E-05	0.00E+00	0.00E+00
OTU_6503	6.95E-04	0.00E+00	0.00E+00	3.20E-04	5.62E-06	0.00E+00	0.00E+00
OTU_6504	2.79E-03	0.00E+00	0.00E+00	2.60E-03	3.84E-04	0.00E+00	0.00E+00
OTU_6505	4.58E-03	1.73E-05	1.66E-06	1.70E-03	4.91E-05	0.00E+00	0.00E+00
OTU_6506	4.27E-04	0.00E+00	0.00E+00	4.22E-04	2.55E-04	0.00E+00	0.00E+00
OTU_6507	1.06E-04	0.00E+00	0.00E+00	1.17E-04	1.27E-05	0.00E+00	0.00E+00
OTU_6508	2.49E-05	5.82E-05	1.53E-05	8.18E-05	2.31E-04	1.87E-05	0.00E+00
OTU_6509	2.98E-04	0.00E+00	0.00E+00	1.89E-04	8.12E-06	0.00E+00	0.00E+00
OTU_651	1.72E-01	2.99E-04	1.62E-04	1.19E-01	1.28E-02	2.50E-03	1.05E-05
OTU_6510	6.93E-04	7.78E-06	0.00E+00	8.43E-04	2.25E-04	0.00E+00	0.00E+00
OTU_6511	7.92E-04	0.00E+00	0.00E+00	6.77E-04	4.26E-05	0.00E+00	0.00E+00
OTU_6512	2.89E-04	0.00E+00	0.00E+00	4.76E-05	1.44E-05	2.17E-05	0.00E+00
OTU_6513	2.40E-04	0.00E+00	0.00E+00	8.28E-05	7.29E-05	0.00E+00	0.00E+00
OTU_6514	1.07E-04	0.00E+00	0.00E+00	5.81E-05	0.00E+00	5.39E-04	0.00E+00
OTU_6515	2.37E-04	0.00E+00	0.00E+00	2.15E-05	1.39E-04	0.00E+00	0.00E+00
OTU_6516	1.40E-04	0.00E+00	0.00E+00	2.33E-05	2.94E-06	0.00E+00	0.00E+00
OTU_6517	2.77E-04	0.00E+00	0.00E+00	1.74E-04	5.11E-06	0.00E+00	0.00E+00
OTU_6518	5.90E-04	0.00E+00	0.00E+00	3.87E-04	4.21E-05	0.00E+00	0.00E+00
OTU_6519	2.26E-04	6.39E-06	0.00E+00	3.10E-04	1.62E-05	0.00E+00	0.00E+00
OTU_652	7.07E-03	1.83E-02	9.31E-03	2.45E-02	5.42E-02	1.16E-02	7.26E-04
OTU_6520	1.15E-03	0.00E+00	1.23E-05	4.82E-04	3.89E-06	0.00E+00	0.00E+00
OTU_6521	2.25E-04	0.00E+00	0.00E+00	1.13E-04	1.23E-05	0.00E+00	0.00E+00
OTU_6522	3.11E-03	1.42E-05	6.81E-06	3.41E-03	1.19E-03	0.00E+00	0.00E+00
OTU_6523	1.14E-04	6.88E-06	0.00E+00	9.45E-05	1.17E-05	1.22E-03	0.00E+00
OTU_6524	4.56E-04	0.00E+00	0.00E+00	2.33E-04	2.28E-05	0.00E+00	0.00E+00
OTU_6525	1.22E-04	5.55E-06	6.66E-06	1.62E-04	1.02E-05	9.84E-05	0.00E+00
OTU_6526	4.74E-04	4.30E-06	0.00E+00	1.82E-04	9.14E-05	0.00E+00	0.00E+00
OTU_6527	2.75E-04	0.00E+00	0.00E+00	3.14E-04	8.71E-05	0.00E+00	0.00E+00
OTU_6528	2.73E-04	0.00E+00	0.00E+00	2.53E-04	6.42E-06	0.00E+00	0.00E+00
OTU_6529	2.07E-04	1.17E-06	0.00E+00	5.97E-04	1.23E-04	0.00E+00	0.00E+00
OTU_653	1.43E-04	9.85E-03	9.16E-03	3.65E-04	2.11E-05	2.49E-02	4.84E-06
OTU_6530	7.47E-04	2.13E-05	0.00E+00	7.68E-04	2.97E-06	0.00E+00	0.00E+00
OTU_6531	3.08E-04	0.00E+00	0.00E+00	2.44E-05	1.17E-04	0.00E+00	0.00E+00
OTU_6532	6.27E-04	0.00E+00	0.00E+00	5.56E-04	2.84E-05	0.00E+00	0.00E+00
OTU_6533	4.30E-05	0.00E+00	0.00E+00	3.01E-04	2.47E-05	0.00E+00	0.00E+00
OTU_6534	7.02E-04	0.00E+00	0.00E+00	3.77E-04	2.35E-05	0.00E+00	0.00E+00
OTU_6535	5.13E-04	0.00E+00	0.00E+00	1.62E-04	1.05E-05	0.00E+00	0.00E+00
OTU_6536	5.40E-04	0.00E+00	9.52E-06	1.06E-04	3.38E-05	0.00E+00	0.00E+00
OTU_6537	8.84E-04	0.00E+00	0.00E+00	4.24E-04	0.00E+00	0.00E+00	0.00E+00
OTU_6538	1.81E-03	0.00E+00	0.00E+00	5.87E-04	0.00E+00	0.00E+00	0.00E+00
OTU_6539	1.63E-04	0.00E+00	0.00E+00	9.91E-06	2.53E-05	0.00E+00	0.00E+00
OTU_654	2.17E-01	6.30E-03	1.75E-03	1.68E-01	9.02E-03	1.41E-03	6.39E-05
OTU_6540	5.67E-04	0.00E+00	0.00E+00	1.38E-04	0.00E+00	0.00E+00	0.00E+00
OTU_6541	1.01E-03	0.00E+00	0.00E+00	1.51E-04	0.00E+00	0.00E+00	0.00E+00
OTU_6542	1.39E-03	8.66E-06	0.00E+00	1.19E-03	1.39E-05	3.76E-05	0.00E+00
OTU_6543	6.64E-04	0.00E+00	0.00E+00	1.83E-04	5.71E-05	0.00E+00	0.00E+00
OTU_6544	5.44E-04	0.00E+00	0.00E+00	2.63E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6545	4.77E-04	0.00E+00	0.00E+00	1.55E-04	9.28E-06	0.00E+00	0.00E+00
OTU_6546	5.78E-04	0.00E+00	0.00E+00	2.55E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6547	3.32E-03	3.88E-06	0.00E+00	5.58E-04	5.24E-05	0.00E+00	0.00E+00
OTU_6548	1.20E-03	8.05E-06	3.56E-06	5.14E-04	0.00E+00	6.67E-04	0.00E+00
OTU_6549	4.70E-04	0.00E+00	0.00E+00	4.76E-04	5.28E-05	0.00E+00	0.00E+00
OTU_655	4.80E-02	0.00E+00	2.81E-06	1.44E-02	3.12E-04	2.91E-05	0.00E+00
OTU_6550	1.24E-03	0.00E+00	0.00E+00	1.99E-04	0.00E+00	0.00E+00	0.00E+00
OTU_6551	1.24E-03	2.05E-05	0.00E+00	2.73E-04	3.30E-05	0.00E+00	0.00E+00
OTU_6552	7.96E-04	0.00E+00	0.00E+00	1.23E-04	0.00E+00	0.00E+00	0.00E+00
OTU_6553	3.60E-04	0.00E+00	0.00E+00	1.92E-04	0.00E+00	0.00E+00	0.00E+00
OTU_6554	2.00E-04	0.00E+00	0.00E+00	4.16E-04	3.05E-04	6.08E-06	0.00E+00
OTU_6555	8.22E-05	1.21E-04	4.05E-04	3.79E-05	3.81E-05	1.31E-02	6.33E-06
OTU_6556	1.41E-03	2.52E-04	1.14E-05	1.25E-03	1.69E-03	1.38E-04	0.00E+00
OTU_6557	2.00E-05	3.40E-06	0.00E+00	7.34E-05	1.10E-05	1.78E-04	0.00E+00
OTU_656	5.08E-04	4.92E-03	1.61E-05	1.33E-02	2.73E-02	1.57E-05	1.53E-03
OTU_6560	4.65E-05	3.61E-06	4.10E-05	1.97E-06	5.79E-06	7.64E-04	0.00E+00
OTU_6563	4.13E-05	1.44E-03	6.81E-06	8.23E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6564	1.14E-04	3.32E-04	1.69E-05	5.72E-05	0.00E+00	2.24E-04	0.00E+00
OTU_6565	2.10E-04	0.00E+00	0.00E+00	2.00E-04	1.07E-04	3.62E-06	0.00E+00
OTU_6566	4.14E-04	0.00E+00	2.31E-06	3.38E-04	5.45E-04	0.00E+00	0.00E+00
OTU_6567	0.00E+00	0.00E+00	2.43E-05	0.00E+00	1.03E-05	6.17E-04	0.00E+00
OTU_6568	5.44E-04	2.34E-06	0.00E+00	3.44E-04	3.91E-06	0.00E+00	0.00E+00
OTU_6569	7.08E-05	0.00E+00	0.00E+00	2.13E-04	0.00E+00	0.00E+00	0.00E+00
OTU_657	1.29E-02	4.11E-05	0.00E+00	1.07E-02	1.51E-03	8.94E-05	0.00E+00
OTU_6570	9.80E-05	0.00E+00	0.00E+00	1.77E-04	2.84E-05	0.00E+00	0.00E+00
OTU_6571	4.66E-04	0.00E+00	0.00E+00	5.51E-04	1.45E-04	0.00E+00	0.00E+00
OTU_6572	4.34E-04	5.47E-06	0.00E+00	4.50E-04	3.51E-04	0.00E+00	0.00E+00
OTU_6573	8.62E-04	0.00E+00	0.00E+00	4.98E-05	3.73E-06	0.00E+00	0.00E+00
OTU_6574	9.43E-05	0.00E+00	0.00E+00	1.85E-04	6.48E-05	0.00E+00	0.00E+00
OTU_6575	2.76E-04	0.00E+00	0.00E+00	2.43E-04	2.96E-05	4.48E-05	0.00E+00
OTU_6576	8.79E-04	0.00E+00	0.00E+00	6.70E-04	3.98E-05	0.00E+00	0.00E+00
OTU_6577	9.16E-05	0.00E+00	0.00E+00	5.03E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6578	8.75E-04	0.00E+00	0.00E+00	6.48E-04	1.35E-04	0.00E+00	0.00E+00
OTU_6579	5.79E-05	7.78E-06	0.00E+00	1.36E-04	2.58E-04	0.00E+00	0.00E+00
OTU_658	8.01E-04	1.07E-03	4.11E-04	8.11E-03	1.04E-03	2.34E-02	1.57E-05
OTU_6580	1.28E-04	0.00E+00	0.00E+00	8.12E-05	1.17E-05	0.00E+00	0.00E+00
OTU_6581	3.59E-04	0.00E+00	0.00E+00	9.21E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6582	9.25E-05	0.00E+00	0.00E+00	3.07E-04	1.67E-06	0.00E+00	0.00E+00
OTU_6583	5.33E-04	0.00E+00	0.00E+00	3.37E-04	1.36E-04	0.00E+00	0.00E+00
OTU_6584	1.87E-05	0.00E+00	0.00E+00	1.43E-04	2.68E-05	0.00E+00	0.00E+00
OTU_6585	3.06E-04	0.00E+00	0.00E+00	1.50E-04	0.00E+00	8.81E-05	0.00E+00
OTU_6586	2.58E-04	0.00E+00	0.00E+00	2.29E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6587	2.25E-03	2.34E-05	1.40E-05	2.31E-03	2.77E-04	9.00E-04	0.00E+00
OTU_6588	2.63E-04	0.00E+00	0.00E+00	8.26E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6589	2.08E-03	5.09E-06	0.00E+00	8.63E-04	2.87E-04	3.05E-05	0.00E+00
OTU_659	7.32E-03	7.86E-05	1.86E-05	8.69E-03	5.38E-04	2.14E-03	0.00E+00
OTU_6590	1.27E-04	0.00E+00	0.00E+00	3.05E-04	3.26E-05	3.67E-06	0.00E+00
OTU_6591	3.50E-04	0.00E+00	0.00E+00	9.47E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6592	4.44E-04	0.00E+00	0.00E+00	5.17E-05	6.21E-06	0.00E+00	0.00E+00
OTU_6593	5.33E-04	0.00E+00	0.00E+00	5.82E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6594	1.74E-04	2.21E-05	0.00E+00	1.54E-05	1.37E-03	0.00E+00	0.00E+00
OTU_6595	3.69E-04	0.00E+00	0.00E+00	3.86E-04	7.71E-05	6.78E-04	0.00E+00
OTU_6596	6.95E-05	0.00E+00	0.00E+00	4.72E-05	6.85E-06	0.00E+00	0.00E+00
OTU_6597	1.46E-04	0.00E+00	2.54E-06	3.54E-04	1.87E-04	0.00E+00	0.00E+00
OTU_6598	3.85E-04	0.00E+00	0.00E+00	1.44E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6599	3.74E-04	0.00E+00	0.00E+00	1.06E-04	0.00E+00	0.00E+00	0.00E+00
OTU_66	3.17E-01	1.66E-02	1.10E-02	4.32E-01	2.97E-02	6.88E-03	9.60E-05
OTU_660	2.43E-03	1.33E-04	5.11E-04	7.61E-03	2.92E-02	3.80E-03	3.90E-05
OTU_6600	1.60E-04	3.96E-05	0.00E+00	7.17E-05	2.73E-05	3.14E-05	0.00E+00
OTU_6601	1.02E-03	0.00E+00	0.00E+00	1.13E-03	3.75E-05	0.00E+00	0.00E+00
OTU_6602	2.33E-04	0.00E+00	0.00E+00	8.12E-06	1.72E-06	0.00E+00	0.00E+00
OTU_6603	2.41E-04	0.00E+00	0.00E+00	2.31E-04	4.33E-05	1.79E-05	0.00E+00
OTU_6604	2.64E-04	0.00E+00	0.00E+00	2.70E-04	0.00E+00	0.00E+00	0.00E+00
OTU_6605	5.90E-04	0.00E+00	0.00E+00	1.06E-03	4.16E-04	6.27E-04	0.00E+00
OTU_6606	9.70E-05	0.00E+00	0.00E+00	3.67E-04	2.19E-04	0.00E+00	0.00E+00
OTU_6607	1.76E-05	0.00E+00	0.00E+00	3.60E-05	2.02E-05	0.00E+00	0.00E+00
OTU_6608	1.86E-03	0.00E+00	0.00E+00	3.09E-04	4.50E-05	0.00E+00	0.00E+00
OTU_6609	1.53E-03	4.58E-06	0.00E+00	9.06E-05	3.09E-06	0.00E+00	0.00E+00
OTU_661	4.91E-02	4.69E-05	4.00E-05	1.68E-02	1.25E-03	0.00E+00	0.00E+00
OTU_6610	7.04E-04	0.00E+00	0.00E+00	1.90E-04	0.00E+00	0.00E+00	0.00E+00
OTU_6611	6.50E-04	1.83E-05	0.00E+00	8.57E-05	1.45E-05	0.00E+00	0.00E+00
OTU_6612	2.50E-03	0.00E+00	0.00E+00	1.45E-03	1.47E-04	0.00E+00	0.00E+00
OTU_6613	3.58E-04	3.43E-06	0.00E+00	1.15E-03	1.68E-05	0.00E+00	0.00E+00
OTU_6614	8.35E-04	4.41E-05	1.40E-05	4.04E-04	0.00E+00	0.00E+00	0.00E+00
OTU_6615	9.04E-04	1.41E-06	0.00E+00	4.02E-04	1.43E-05	8.54E-05	0.00E+00
OTU_6616	9.77E-04	3.56E-06	0.00E+00	5.04E-04	1.20E-05	0.00E+00	0.00E+00
OTU_6617	1.02E-03	0.00E+00	0.00E+00	2.12E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6618	8.19E-04	0.00E+00	0.00E+00	8.05E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6619	7.21E-04	3.59E-06	0.00E+00	2.54E-04	2.87E-06	0.00E+00	0.00E+00
OTU_662	3.01E-02	1.28E-05	1.79E-05	1.35E-02	1.32E-03	2.42E-04	2.62E-06
OTU_6620	2.45E-05	2.41E-04	1.84E-04	0.00E+00	1.53E-05	0.00E+00	3.71E-06
OTU_6621	1.51E-05	6.95E-05	9.32E-05	0.00E+00	6.89E-05	8.61E-05	3.79E-05
OTU_6624	0.00E+00	1.32E-04	1.21E-04	0.00E+00	1.47E-04	0.00E+00	0.00E+00
OTU_6625	2.94E-06	2.68E-05	0.00E+00	4.80E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6626	0.00E+00	4.42E-05	3.47E-05	2.67E-05	4.82E-04	1.54E-03	2.50E-03
OTU_6627	3.98E-06	0.00E+00	0.00E+00	1.61E-04	3.76E-04	0.00E+00	0.00E+00
OTU_6628	0.00E+00	0.00E+00	0.00E+00	1.53E-05	0.00E+00	7.57E-04	0.00E+00
OTU_6629	6.71E-03	2.74E-05	0.00E+00	6.87E-03	3.16E-04	4.01E-04	0.00E+00
OTU_663	1.49E-03	4.25E-02	1.75E-03	5.41E-03	1.70E-03	3.80E-02	1.22E-03
OTU_6630	1.20E-03	0.00E+00	0.00E+00	1.29E-03	1.38E-04	0.00E+00	0.00E+00
OTU_6631	5.70E-05	0.00E+00	0.00E+00	8.12E-04	1.39E-04	0.00E+00	0.00E+00
OTU_6632	2.12E-04	1.17E-06	4.83E-06	1.27E-04	5.56E-05	0.00E+00	0.00E+00
OTU_6633	8.67E-04	0.00E+00	0.00E+00	7.61E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6634	6.06E-05	0.00E+00	0.00E+00	7.39E-05	4.05E-04	0.00E+00	0.00E+00
OTU_6635	8.26E-05	0.00E+00	0.00E+00	2.68E-04	0.00E+00	0.00E+00	0.00E+00
OTU_6636	1.47E-03	9.07E-06	1.62E-06	3.60E-03	2.22E-03	4.63E-06	1.19E-05
OTU_6637	1.74E-04	7.38E-06	0.00E+00	6.11E-04	4.13E-04	2.15E-05	0.00E+00
OTU_6638	1.82E-04	0.00E+00	0.00E+00	1.68E-04	1.47E-05	0.00E+00	0.00E+00
OTU_6639	3.85E-03	0.00E+00	1.24E-05	7.29E-04	1.23E-05	1.66E-04	0.00E+00
OTU_664	1.32E-03	3.48E-03	2.13E-03	4.10E-03	1.21E-03	2.82E-01	3.99E-05
OTU_6640	1.50E-03	0.00E+00	0.00E+00	1.55E-03	3.80E-04	0.00E+00	0.00E+00
OTU_6641	1.04E-03	4.85E-06	0.00E+00	3.09E-04	3.47E-05	0.00E+00	0.00E+00
OTU_6642	6.34E-03	4.45E-05	9.01E-06	3.25E-03	9.08E-05	0.00E+00	0.00E+00
OTU_6643	9.77E-05	0.00E+00	0.00E+00	4.33E-04	4.46E-05	0.00E+00	0.00E+00
OTU_6644	7.14E-04	0.00E+00	0.00E+00	4.05E-04	3.03E-04	0.00E+00	0.00E+00
OTU_6645	8.12E-04	2.03E-05	0.00E+00	5.65E-04	2.94E-04	0.00E+00	0.00E+00
OTU_6646	5.14E-04	3.59E-06	0.00E+00	2.98E-04	3.23E-05	0.00E+00	0.00E+00
OTU_6647	3.42E-04	0.00E+00	0.00E+00	2.39E-04	2.42E-05	0.00E+00	0.00E+00
OTU_6648	3.28E-04	8.97E-06	3.70E-06	6.42E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6649	1.33E-04	0.00E+00	0.00E+00	9.14E-05	0.00E+00	0.00E+00	0.00E+00
OTU_665	1.59E-02	5.92E-06	1.05E-05	8.40E-03	2.31E-04	0.00E+00	0.00E+00
OTU_6650	1.87E-04	0.00E+00	0.00E+00	2.64E-06	1.46E-04	0.00E+00	0.00E+00
OTU_6651	1.24E-04	0.00E+00	0.00E+00	2.76E-04	1.31E-05	0.00E+00	0.00E+00
OTU_6652	6.04E-05	0.00E+00	0.00E+00	1.49E-04	3.06E-05	0.00E+00	0.00E+00
OTU_6653	5.84E-04	1.30E-05	0.00E+00	8.78E-04	2.77E-04	0.00E+00	0.00E+00
OTU_6654	1.27E-03	5.17E-05	5.44E-06	1.18E-03	1.11E-04	7.62E-04	0.00E+00
OTU_6655	8.34E-05	0.00E+00	0.00E+00	6.74E-04	0.00E+00	0.00E+00	0.00E+00
OTU_6656	5.23E-04	0.00E+00	0.00E+00	1.34E-04	1.24E-05	0.00E+00	0.00E+00
OTU_6657	2.78E-03	1.10E-04	0.00E+00	3.51E-03	1.84E-03	4.18E-04	4.15E-06
OTU_6658	3.32E-04	0.00E+00	0.00E+00	1.70E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6659	3.71E-03	0.00E+00	0.00E+00	8.19E-04	4.14E-05	0.00E+00	0.00E+00
OTU_666	5.35E-02	7.37E-05	8.36E-05	4.69E-02	5.48E-03	1.14E-03	1.12E-05
OTU_6660	3.06E-04	0.00E+00	0.00E+00	2.68E-04	0.00E+00	0.00E+00	0.00E+00
OTU_6661	1.41E-04	0.00E+00	0.00E+00	6.97E-05	4.23E-04	0.00E+00	0.00E+00
OTU_6662	1.09E-04	0.00E+00	0.00E+00	1.36E-04	1.27E-04	0.00E+00	0.00E+00
OTU_6663	2.25E-04	0.00E+00	0.00E+00	3.79E-04	4.07E-05	0.00E+00	0.00E+00
OTU_6664	2.32E-04	0.00E+00	0.00E+00	1.65E-04	0.00E+00	0.00E+00	0.00E+00
OTU_6665	2.38E-04	0.00E+00	0.00E+00	7.90E-04	1.52E-04	0.00E+00	0.00E+00
OTU_6666	3.06E-03	1.47E-05	0.00E+00	2.16E-03	4.27E-04	0.00E+00	0.00E+00
OTU_6667	2.68E-04	0.00E+00	0.00E+00	5.84E-04	1.16E-04	0.00E+00	0.00E+00
OTU_6668	8.70E-05	0.00E+00	0.00E+00	2.01E-04	5.57E-05	0.00E+00	0.00E+00
OTU_6669	7.01E-04	1.24E-05	3.11E-06	5.80E-04	5.55E-04	0.00E+00	0.00E+00
OTU_667	2.89E-05	1.20E-04	9.92E-06	6.98E-05	3.38E-02	4.80E-05	0.00E+00
OTU_6670	9.11E-04	4.58E-06	0.00E+00	4.83E-04	4.06E-06	0.00E+00	0.00E+00
OTU_6671	2.55E-04	0.00E+00	0.00E+00	6.55E-04	2.32E-04	0.00E+00	0.00E+00
OTU_6672	1.26E-04	0.00E+00	0.00E+00	1.13E-04	4.06E-06	4.31E-04	0.00E+00
OTU_6673	1.81E-03	3.67E-06	0.00E+00	1.23E-03	1.52E-04	0.00E+00	0.00E+00
OTU_6674	8.27E-04	7.49E-06	0.00E+00	4.34E-04	2.94E-05	0.00E+00	0.00E+00
OTU_6675	7.91E-04	0.00E+00	0.00E+00	9.35E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6677	8.24E-04	0.00E+00	0.00E+00	8.85E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6678	6.79E-04	0.00E+00	0.00E+00	1.35E-04	0.00E+00	0.00E+00	0.00E+00
OTU_6679	6.38E-04	0.00E+00	0.00E+00	2.06E-04	3.91E-06	0.00E+00	0.00E+00
OTU_668	3.53E-02	5.85E-05	8.09E-05	4.06E-02	1.84E-02	3.50E-03	0.00E+00
OTU_6680	1.10E-03	0.00E+00	0.00E+00	7.76E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6681	7.60E-04	0.00E+00	3.44E-06	8.58E-05	2.27E-05	0.00E+00	0.00E+00
OTU_6682	9.89E-05	0.00E+00	0.00E+00	1.39E-04	6.11E-05	0.00E+00	0.00E+00
OTU_6683	5.74E-04	0.00E+00	0.00E+00	2.82E-04	3.68E-06	0.00E+00	0.00E+00
OTU_6684	6.41E-05	0.00E+00	0.00E+00	3.86E-04	5.72E-05	0.00E+00	0.00E+00
OTU_6685	1.69E-03	0.00E+00	0.00E+00	2.46E-04	0.00E+00	0.00E+00	0.00E+00
OTU_6686	4.35E-04	0.00E+00	0.00E+00	4.89E-04	1.64E-04	0.00E+00	0.00E+00
OTU_6687	2.70E-04	0.00E+00	0.00E+00	6.61E-05	0.00E+00	0.00E+00	0.00E+00
OTU_6688	1.84E-03	0.00E+00	0.00E+00	3.39E-04	3.64E-05	0.00E+00	0.00E+00
OTU_6689	7.90E-03	1.60E-06	0.00E+00	3.55E-03	2.28E-04	0.00E+00	0.00E+00
OTU_669	1.37E-02	5.49E-05	4.21E-06	1.35E-02	5.76E-04	0.00E+00	0.00E+00
OTU_6690	1.82E-05	0.00E+00	0.00E+00	2.07E-05	0.00E+00	5.67E-04	0.00E+00
OTU_6691	1.27E-03	0.00E+00	3.08E-06	6.35E-04	4.39E-05	5.24E-06	0.00E+00
OTU_6692	5.35E-04	0.00E+00	0.00E+00	2.98E-04	0.00E+00	0.00E+00	0.00E+00
OTU_6693	1.42E-03	0.00E+00	0.00E+00	5.21E-04	4.86E-06	9.34E-05	0.00E+00
OTU_6694	8.58E-03	0.00E+00	1.86E-06	4.17E-03	3.02E-04	0.00E+00	0.00E+00
OTU_6695	3.05E-04	2.05E-06	0.00E+00	3.63E-04	0.00E+00	0.00E+00	0.00E+00
OTU_6696	2.95E-04	1.10E-05	0.00E+00	1.07E-04	3.37E-05	2.49E-03	4.84E-06
OTU_6698	1.91E-05	2.59E-03	4.31E-03	7.92E-06	6.36E-05	3.42E-05	5.01E-05
OTU_67	5.92E-03	5.45E-03	3.08E-04	4.85E-03	7.75E-02	1.87E-04	3.75E-04
OTU_670	1.89E-01	7.70E-05	5.60E-05	7.71E-02	2.63E-03	3.20E-03	0.00E+00
OTU_6702	0.00E+00	1.52E-04	1.69E-05	0.00E+00	0.00E+00	0.00E+00	3.60E-06
OTU_6703	0.00E+00	7.96E-06	0.00E+00	8.22E-06	0.00E+00	4.85E-03	5.64E-06
OTU_6704	3.41E-03	9.16E-04	6.95E-04	1.79E-02	1.01E-01	1.90E-03	4.72E-05
OTU_6705	2.85E-04	2.95E-02	1.28E-03	9.49E-04	8.23E-04	9.99E-04	0.00E+00
OTU_6706	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.38E-05	0.00E+00	0.00E+00
OTU_6707	1.70E-05	0.00E+00	0.00E+00	6.92E-04	2.50E-05	0.00E+00	0.00E+00
OTU_6708	0.00E+00	0.00E+00	0.00E+00	2.35E-05	0.00E+00	5.09E-05	0.00E+00
OTU_6709	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.17E-03	0.00E+00
