	otu	otu_occ	otu_rel	fill
1666	OTU_3387	0.008333333	6.85E-08	no
1667	OTU_8972	0.008333333	2.97E-08	no
1668	OTU_11618	0.008333333	2.76E-08	no
1669	OTU_3360	0.008333333	1.48E-08	no
1670	OTU_7556	0.008333333	2.91E-08	no
1671	OTU_6924	0.008333333	6.33E-08	no
1672	OTU_3471	0.008333333	3.38E-08	no
1673	OTU_3996	0.008333333	6.85E-08	no
1674	OTU_5382	0.008333333	8.55E-08	no
1675	OTU_4385	0.008333333	1.04E-07	no
1676	OTU_2625	0.008333333	2.62E-08	no
1677	OTU_5682	0.008333333	2.68E-08	no
1678	OTU_4868	0.008333333	5.88E-08	no
1679	OTU_8569	0.008333333	3.04E-08	no
1680	OTU_3508	0.008333333	1.19E-07	no
1681	OTU_3545	0.008333333	3.63E-08	no
1682	OTU_4123	0.008333333	3.16E-08	no
1683	OTU_12191	0.008333333	6.27E-08	no
1684	OTU_8661	0.008333333	3.35E-08	no
1685	OTU_3993	0.008333333	1.48E-08	no
1686	OTU_11071	0.008333333	1.47E-07	no
1687	OTU_3053	0.008333333	3.36E-08	no
1688	OTU_5006	0.008333333	4.39E-08	no
1689	OTU_7433	0.008333333	2.71E-08	no
1690	OTU_7863	0.008333333	3.79E-08	no
1691	OTU_6935	0.008333333	4.02E-08	no
1692	OTU_9755	0.008333333	8.79E-08	no
1693	OTU_1830	0.008333333	4.72E-08	no
1694	OTU_4079	0.008333333	2.27E-08	no
1695	OTU_4670	0.008333333	5.88E-08	no
1696	OTU_5209	0.008333333	1.48E-08	no
1697	OTU_7793	0.008333333	2.68E-08	no
1698	OTU_4138	0.008333333	6.04E-08	no
1699	OTU_3708	0.008333333	1.48E-08	no
1700	OTU_11602	0.008333333	2.68E-08	no
1701	OTU_6696	0.008333333	4.84E-08	no
1702	OTU_4360	0.008333333	8.77E-08	no
1703	OTU_4069	0.008333333	6.52E-08	no
1704	OTU_4109	0.008333333	2.76E-08	no
1705	OTU_4259	0.008333333	6.52E-08	no
1706	OTU_3860	0.008333333	5.27E-08	no
1707	OTU_4520	0.008333333	9.73E-09	no
1708	OTU_5020	0.008333333	3.45E-08	no
1709	OTU_11894	0.008333333	3.58E-08	no
1710	OTU_4152	0.008333333	4.84E-08	no
1711	OTU_4453	0.008333333	3.36E-08	no
1712	OTU_5027	0.008333333	8.79E-08	no
1713	OTU_4192	0.008333333	3.96E-08	no
1714	OTU_7707	0.008333333	6.33E-08	no
1715	OTU_4556	0.008333333	5.13E-08	no
1716	OTU_3378	0.008333333	3.04E-08	no
1717	OTU_4529	0.008333333	3.53E-08	no
1718	OTU_4211	0.008333333	5.13E-08	no
1719	OTU_4280	0.008333333	3.16E-08	no
1720	OTU_4450	0.008333333	3.79E-08	no
1721	OTU_12111	0.008333333	3.45E-08	no
1722	OTU_10575	0.008333333	5.27E-08	no
1723	OTU_4573	0.008333333	5.88E-08	no
1724	OTU_4813	0.008333333	6.85E-08	no
1725	OTU_5152	0.008333333	4.15E-08	no
1726	OTU_3546	0.008333333	2.29E-07	no
1727	OTU_10965	0.008333333	6.33E-08	no
1728	OTU_6975	0.008333333	3.14E-08	no
1729	OTU_6149	0.008333333	4.84E-08	no
1730	OTU_788	0.008333333	3.45E-08	no
1731	OTU_13810	0.008333333	3.33E-08	no
1732	OTU_8440	0.008333333	6.96E-08	no
1733	OTU_6281	0.008333333	1.48E-08	no
1734	OTU_9400	0.008333333	3.70E-08	no
1735	OTU_5784	0.008333333	1.69E-08	no
1736	OTU_5434	0.008333333	4.59E-09	no
1737	OTU_4961	0.008333333	3.96E-08	no
1738	OTU_5928	0.008333333	1.50E-08	no
1739	OTU_6620	0.008333333	3.71E-08	no
1740	OTU_9987	0.008333333	3.71E-08	no
1741	OTU_8472	0.008333333	5.21E-08	no
1742	OTU_7777	0.008333333	8.77E-08	no
1743	OTU_3174	0.008333333	5.20E-08	no
1744	OTU_3921	0.008333333	1.04E-07	no
1745	OTU_6049	0.008333333	5.20E-08	no
1746	OTU_12021	0.008333333	6.52E-08	no
1747	OTU_13129	0.008333333	2.97E-08	no
1748	OTU_10182	0.008333333	2.88E-08	no
1749	OTU_3392	0.008333333	1.48E-08	no
1750	OTU_1552	0.008333333	4.53E-08	no
1751	OTU_6135	0.008333333	3.45E-08	no
1752	OTU_7095	0.008333333	3.96E-08	no
1753	OTU_9092	0.008333333	4.08E-08	no
1754	OTU_7001	0.008333333	4.39E-08	no
1755	OTU_11403	0.008333333	2.76E-08	no
1756	OTU_11049	0.008333333	3.99E-08	no
1757	OTU_11615	0.008333333	6.99E-08	no
1758	OTU_11884	0.008333333	1.19E-07	no
1759	OTU_9627	0.008333333	3.71E-08	no
1760	OTU_7866	0.008333333	2.71E-08	no
1761	OTU_9155	0.008333333	1.89E-08	no
1762	OTU_10228	0.008333333	5.34E-08	no
1763	OTU_7544	0.008333333	4.53E-08	no
1764	OTU_6990	0.008333333	2.97E-08	no
1765	OTU_7089	0.008333333	9.73E-09	no
1766	OTU_7694	0.008333333	6.99E-08	no
1767	OTU_8741	0.008333333	4.63E-08	no
1768	OTU_3690	0.008333333	6.33E-08	no
1769	OTU_8770	0.008333333	2.62E-08	no
1770	OTU_10251	0.008333333	3.99E-08	no
1771	OTU_10035	0.008333333	4.39E-08	no
1772	OTU_13582	0.008333333	4.59E-09	no
1773	OTU_13781	0.008333333	5.86E-07	no
1774	OTU_8636	0.008333333	5.13E-08	no
1775	OTU_12394	0.008333333	1.69E-08	no
1776	OTU_4262	0.008333333	5.88E-08	no
1777	OTU_9949	0.008333333	5.29E-08	no
1778	OTU_13579	0.008333333	2.62E-08	no
1779	OTU_12930	0.008333333	2.71E-08	no
1780	OTU_13091	0.008333333	1.15E-07	no
1781	OTU_2543	0.008333333	1.23E-07	no
1782	OTU_12079	0.008333333	4.39E-08	no
1783	OTU_4193	0.008333333	4.53E-08	no
1784	OTU_6702	0.008333333	3.60E-08	no
1785	OTU_11748	0.008333333	2.76E-08	no
1786	OTU_2217	0.008333333	4.24E-08	no
1787	OTU_6028	0.008333333	5.21E-08	no
1788	OTU_13441	0.008333333	4.04E-08	no
1789	OTU_6452	0.008333333	4.63E-08	no
1790	OTU_12943	0.008333333	2.27E-08	no
1791	OTU_11844	0.008333333	2.27E-08	no
1792	OTU_13020	0.008333333	2.00E-07	no
